ID,Country,Contiment
grid.485510.d,Czechia,EU
grid.485511.c,Czechia,EU
grid.485512.f,Czechia,EU
grid.485513.e,Czechia,EU
grid.485514.9,Czechia,EU
grid.485515.8,Czechia,EU
grid.485516.b,Czechia,EU
grid.485517.a,Czechia,EU
grid.485518.5,Czechia,EU
grid.485519.4,Czechia,EU
grid.485520.e,Czechia,EU
grid.485521.f,Czechia,EU
grid.485522.c,Czechia,EU
grid.485523.d,Czechia,EU
grid.485524.a,Czechia,EU
grid.485525.b,Czechia,EU
grid.485526.8,Czechia,EU
grid.485527.9,Czechia,EU
grid.485528.6,Czechia,EU
grid.485529.7,Czechia,EU
grid.485530.f,Czechia,EU
grid.485531.e,Czechia,EU
grid.485532.d,Czechia,EU
grid.485533.c,Czechia,EU
grid.485534.b,Czechia,EU
grid.485535.a,Czechia,EU
grid.485536.9,Czechia,EU
grid.485537.8,Czechia,EU
grid.485538.7,Czechia,EU
grid.485539.6,Czechia,EU
grid.485540.8,Czechia,EU
grid.485541.9,Czechia,EU
grid.485542.a,Czechia,EU
grid.485543.b,Czechia,EU
grid.485544.c,Czechia,EU
grid.485545.d,Czechia,EU
grid.485546.e,Czechia,EU
grid.485547.f,Czechia,EU
grid.485548.0,Czechia,EU
grid.485549.1,Czechia,EU
grid.485550.9,Czechia,EU
grid.485551.8,Czechia,EU
grid.485552.b,Czechia,EU
grid.485553.a,Czechia,EU
grid.485554.d,Czechia,EU
grid.485555.c,Czechia,EU
grid.485556.f,United States,NA
grid.485557.e,Czechia,EU
grid.485558.1,Czechia,EU
grid.485559.0,Czechia,EU
grid.485560.a,Czechia,EU
grid.485561.b,Czechia,EU
grid.485562.8,Czechia,EU
grid.485563.9,Czechia,EU
grid.485564.e,Czechia,EU
grid.485565.f,Czechia,EU
grid.485566.c,Czechia,EU
grid.485567.d,Czechia,EU
grid.485568.2,Czechia,EU
grid.485569.3,Czechia,EU
grid.485570.b,Czechia,EU
grid.485571.a,Czechia,EU
grid.485572.9,Czechia,EU
grid.485573.8,Czechia,EU
grid.485574.f,Czechia,EU
grid.485575.e,Czechia,EU
grid.485576.d,Czechia,EU
grid.485577.c,Czechia,EU
grid.485578.3,Czechia,EU
grid.485579.2,Czechia,EU
grid.485580.4,Czechia,EU
grid.485581.5,Czechia,EU
grid.485582.6,Czechia,EU
grid.485583.7,Czechia,EU
grid.485584.0,Czechia,EU
grid.485585.1,Czechia,EU
grid.485586.2,Czechia,EU
grid.485587.3,Czechia,EU
grid.485588.c,Czechia,EU
grid.485589.d,Czechia,EU
grid.485590.5,Czechia,EU
grid.485591.4,Czechia,EU
grid.485592.7,Czechia,EU
grid.485593.6,Czechia,EU
grid.485594.1,Czechia,EU
grid.485595.0,Czechia,EU
grid.485596.3,Czechia,EU
grid.485597.2,Czechia,EU
grid.485598.d,Czechia,EU
grid.485599.c,Czechia,EU
grid.485600.f,Czechia,EU
grid.485601.e,Czechia,EU
grid.485602.d,Czechia,EU
grid.485603.c,Czechia,EU
grid.485604.b,Czechia,EU
grid.485605.a,Czechia,EU
grid.485606.9,Czechia,EU
grid.485607.8,Czechia,EU
grid.485608.7,Czechia,EU
grid.485609.6,Czechia,EU
grid.485610.e,Czechia,EU
grid.485611.f,Czechia,EU
grid.485612.c,Slovakia,EU
grid.485613.d,Czechia,EU
grid.485614.a,Czechia,EU
grid.485615.b,Czechia,EU
grid.485616.8,Czechia,EU
grid.485617.9,Czechia,EU
grid.485618.6,Czechia,EU
grid.485619.7,Czechia,EU
grid.485620.d,Czechia,EU
grid.485621.c,Czechia,EU
grid.485622.f,Czechia,EU
grid.485623.e,Czechia,EU
grid.485624.9,Czechia,EU
grid.485625.8,Czechia,EU
grid.485626.b,Czechia,EU
grid.485627.a,Czechia,EU
grid.485628.5,Czechia,EU
grid.485629.4,Czechia,EU
grid.485630.c,Czechia,EU
grid.485631.d,Czechia,EU
grid.485632.e,Czechia,EU
grid.485633.f,Czechia,EU
grid.485634.8,Czechia,EU
grid.485635.9,Czechia,EU
grid.485636.a,Czechia,EU
grid.485637.b,Czechia,EU
grid.485638.4,Czechia,EU
grid.485639.5,Czechia,EU
grid.485640.b,Czechia,EU
grid.485641.a,Czechia,EU
grid.485642.9,Czechia,EU
grid.485643.8,Czechia,EU
grid.485644.f,Czechia,EU
grid.485645.e,Czechia,EU
grid.485646.d,Czechia,EU
grid.485647.c,Czechia,EU
grid.485648.3,Czechia,EU
grid.485649.2,Czechia,EU
grid.485650.a,Czechia,EU
grid.485651.b,Czechia,EU
grid.485652.8,Czechia,EU
grid.485653.9,Czechia,EU
grid.485654.e,Czechia,EU
grid.485655.f,Czechia,EU
grid.485656.c,Czechia,EU
grid.485657.d,Czechia,EU
grid.485658.2,Czechia,EU
grid.485659.3,Czechia,EU
grid.485660.9,Czechia,EU
grid.485661.8,Czechia,EU
grid.485662.b,Czechia,EU
grid.485663.a,Czechia,EU
grid.485664.d,Czechia,EU
grid.485665.c,Czechia,EU
grid.485666.f,Czechia,EU
grid.485667.e,Czechia,EU
grid.485668.1,Czechia,EU
grid.485669.0,Czechia,EU
grid.485670.8,Czechia,EU
grid.485671.9,Czechia,EU
grid.485672.a,United Kingdom,EU
grid.485673.b,Czechia,EU
grid.485674.c,Czechia,EU
grid.485675.d,Czechia,EU
grid.485676.e,Czechia,EU
grid.485677.f,Czechia,EU
grid.485678.0,Czechia,EU
grid.485679.1,Czechia,EU
grid.485680.7,Czechia,EU
grid.485681.6,Czechia,EU
grid.485682.5,United States,NA
grid.485683.4,Czechia,EU
grid.485684.3,Czechia,EU
grid.485685.2,Czechia,EU
grid.485686.1,Czechia,EU
grid.485687.0,Czechia,EU
grid.485688.f,Czechia,EU
grid.485689.e,Czechia,EU
grid.485690.6,Czechia,EU
grid.485691.7,Czechia,EU
grid.485692.4,Czechia,EU
grid.485693.5,Czechia,EU
grid.485694.2,Czechia,EU
grid.485695.3,Czechia,EU
grid.485696.0,Czechia,EU
grid.485697.1,Czechia,EU
grid.485698.e,Czechia,EU
grid.485699.f,Czechia,EU
grid.485700.e,Czechia,EU
grid.485701.f,Czechia,EU
grid.485702.c,Czechia,EU
grid.485703.d,Czechia,EU
grid.485704.a,Czechia,EU
grid.485705.b,Czechia,EU
grid.485706.8,Czechia,EU
grid.485707.9,Czechia,EU
grid.485708.6,Czechia,EU
grid.485709.7,Czechia,EU
grid.485710.f,Czechia,EU
grid.485711.e,Czechia,EU
grid.485712.d,Czechia,EU
grid.485713.c,Czechia,EU
grid.485714.b,Czechia,EU
grid.485715.a,Czechia,EU
grid.485716.9,Czechia,EU
grid.485717.8,Czechia,EU
grid.485718.7,United States,NA
grid.485719.6,Czechia,EU
grid.485720.c,Czechia,EU
grid.485721.d,Czechia,EU
grid.485722.e,Czechia,EU
grid.485723.f,Czechia,EU
grid.485724.8,Czechia,EU
grid.485725.9,Czechia,EU
grid.485726.a,Czechia,EU
grid.485727.b,Czechia,EU
grid.485728.4,Czechia,EU
grid.485729.5,Czechia,EU
grid.485730.d,Czechia,EU
grid.485731.c,Czechia,EU
grid.485732.f,Czechia,EU
grid.485733.e,China,AS
grid.485734.9,Czechia,EU
grid.485735.8,Czechia,EU
grid.485736.b,Czechia,EU
grid.485737.a,Czechia,EU
grid.485738.5,Czechia,EU
grid.485739.4,Slovakia,EU
grid.485740.a,Czechia,EU
grid.485741.b,Czechia,EU
grid.485742.8,Czechia,EU
grid.485743.9,Czechia,EU
grid.485744.e,Czechia,EU
grid.485745.f,Czechia,EU
grid.485746.c,Czechia,EU
grid.485747.d,Czechia,EU
grid.485748.2,Czechia,EU
grid.485749.3,Czechia,EU
grid.485750.b,Czechia,EU
grid.485751.a,Czechia,EU
grid.485752.9,Czechia,EU
grid.485753.8,Czechia,EU
grid.485754.f,Czechia,EU
grid.485755.e,Czechia,EU
grid.485756.d,Czechia,EU
grid.485757.c,Czechia,EU
grid.485758.3,Czechia,EU
grid.485759.2,Czechia,EU
grid.485760.8,Czechia,EU
grid.485761.9,Czechia,EU
grid.485762.a,Czechia,EU
grid.485763.b,Czechia,EU
grid.485764.c,Czechia,EU
grid.485765.d,Czechia,EU
grid.485766.e,Czechia,EU
grid.485767.f,Czechia,EU
grid.485768.0,Czechia,EU
grid.485769.1,Czechia,EU
grid.485770.9,Czechia,EU
grid.485771.8,Czechia,EU
grid.485772.b,Czechia,EU
grid.485773.a,Czechia,EU
grid.485774.d,Czechia,EU
grid.485775.c,Czechia,EU
grid.485776.f,Czechia,EU
grid.485777.e,Czechia,EU
grid.485778.1,Czechia,EU
grid.485779.0,Czechia,EU
grid.485780.6,Czechia,EU
grid.485781.7,Czechia,EU
grid.485782.4,Czechia,EU
grid.485783.5,Czechia,EU
grid.485784.2,Czechia,EU
grid.485785.3,Czechia,EU
grid.485786.0,Czechia,EU
grid.485787.1,Czechia,EU
grid.485788.e,Czechia,EU
grid.485789.f,Czechia,EU
grid.485790.7,Czechia,EU
grid.485791.6,Czechia,EU
grid.485792.5,Czechia,EU
grid.485793.4,Czechia,EU
grid.485794.3,Czechia,EU
grid.485795.2,Czechia,EU
grid.485796.1,Czechia,EU
grid.485797.0,Czechia,EU
grid.485798.f,Austria,EU
grid.485799.e,Czechia,EU
grid.485800.1,Czechia,EU
grid.485801.0,Czechia,EU
grid.485802.3,Czechia,EU
grid.485803.2,Czechia,EU
grid.485804.5,Czechia,EU
grid.485805.4,Czechia,EU
grid.485806.7,Czechia,EU
grid.485807.6,Czechia,EU
grid.485808.9,Czechia,EU
grid.485809.8,Czechia,EU
grid.485810.0,Czechia,EU
grid.485811.1,Czechia,EU
grid.485812.2,Czechia,EU
grid.485813.3,Czechia,EU
grid.485814.4,Czechia,EU
grid.485815.5,Czechia,EU
grid.485816.6,Czechia,EU
grid.485817.7,Czechia,EU
grid.485818.8,Czechia,EU
grid.485819.9,Czechia,EU
grid.485820.3,Czechia,EU
grid.485821.2,Czechia,EU
grid.485822.1,Czechia,EU
grid.485823.0,Czechia,EU
grid.485824.7,Czechia,EU
grid.485825.6,Czechia,EU
grid.485826.5,Czechia,EU
grid.485827.4,Czechia,EU
grid.485828.b,Czechia,EU
grid.485829.a,Czechia,EU
grid.485830.2,Czechia,EU
grid.485831.3,Czechia,EU
grid.485832.0,Czechia,EU
grid.485833.1,Czechia,EU
grid.485834.6,Czechia,EU
grid.485835.7,Czechia,EU
grid.485836.4,Czechia,EU
grid.485837.5,Czechia,EU
grid.485838.a,Czechia,EU
grid.485839.b,Czechia,EU
grid.485840.5,Czechia,EU
grid.485841.4,Czechia,EU
grid.485842.7,Czechia,EU
grid.485843.6,Czechia,EU
grid.485844.1,Czechia,EU
grid.485845.0,Czechia,EU
grid.485846.3,Czechia,EU
grid.485847.2,Czechia,EU
grid.485848.d,Czechia,EU
grid.485849.c,Czechia,EU
grid.485850.4,Czechia,EU
grid.485851.5,Czechia,EU
grid.485852.6,Czechia,EU
grid.485853.7,Czechia,EU
grid.485854.0,Czechia,EU
grid.485855.1,Czechia,EU
grid.485856.2,Czechia,EU
grid.485857.3,Czechia,EU
grid.485858.c,Czechia,EU
grid.485859.d,Czechia,EU
grid.485860.7,Czechia,EU
grid.485861.6,Czechia,EU
grid.485862.5,Czechia,EU
grid.485863.4,Czechia,EU
grid.485864.3,Czechia,EU
grid.485865.2,Czechia,EU
grid.485866.1,Czechia,EU
grid.485867.0,Czechia,EU
grid.485868.f,Czechia,EU
grid.485869.e,Czechia,EU
grid.485870.6,Czechia,EU
grid.485871.7,Czechia,EU
grid.485872.4,Czechia,EU
grid.485873.5,Czechia,EU
grid.485874.2,Czechia,EU
grid.485875.3,Czechia,EU
grid.485876.0,Czechia,EU
grid.485877.1,Czechia,EU
grid.485878.e,Czechia,EU
grid.485879.f,Czechia,EU
grid.485880.9,Czechia,EU
grid.485881.8,Czechia,EU
grid.485882.b,Czechia,EU
grid.485883.a,Czechia,EU
grid.485884.d,Czechia,EU
grid.485885.c,Czechia,EU
grid.485886.f,Czechia,EU
grid.485887.e,Czechia,EU
grid.485888.1,Czechia,EU
grid.485889.0,Czechia,EU
grid.485890.8,Czechia,EU
grid.485891.9,Czechia,EU
grid.485892.a,Czechia,EU
grid.485893.b,Czechia,EU
grid.485894.c,Czechia,EU
grid.485895.d,Czechia,EU
grid.485896.e,Czechia,EU
grid.485897.f,Czechia,EU
grid.485898.0,Czechia,EU
grid.485899.1,Czechia,EU
grid.485900.0,Czechia,EU
grid.485901.1,Czechia,EU
grid.485902.2,Czechia,EU
grid.485903.3,Czechia,EU
grid.485904.4,Czechia,EU
grid.485905.5,Czechia,EU
grid.485906.6,Czechia,EU
grid.485907.7,Czechia,EU
grid.485908.8,Czechia,EU
grid.485909.9,Czechia,EU
grid.485910.1,Czechia,EU
grid.485911.0,Czechia,EU
grid.485912.3,Czechia,EU
grid.485913.2,Czechia,EU
grid.485914.5,Czechia,EU
grid.485915.4,Czechia,EU
grid.485916.7,Czechia,EU
grid.485917.6,Czechia,EU
grid.485918.9,Czechia,EU
grid.485919.8,Czechia,EU
grid.485920.2,Czechia,EU
grid.485921.3,Czechia,EU
grid.485922.0,Czechia,EU
grid.485923.1,United States,NA
grid.485924.6,Czechia,EU
grid.485925.7,Czechia,EU
grid.485926.4,Czechia,EU
grid.485927.5,Czechia,EU
grid.485928.a,Czechia,EU
grid.485929.b,Czechia,EU
grid.485930.3,Czechia,EU
grid.485931.2,Czechia,EU
grid.485932.1,Czechia,EU
grid.485933.0,Czechia,EU
grid.485934.7,Czechia,EU
grid.485935.6,Czechia,EU
grid.485936.5,Czechia,EU
grid.485937.4,Czechia,EU
grid.485938.b,Czechia,EU
grid.485939.a,Czechia,EU
grid.485940.4,Czechia,EU
grid.485941.5,Czechia,EU
grid.485942.6,Czechia,EU
grid.485943.7,Czechia,EU
grid.485944.0,Czechia,EU
grid.485945.1,Czechia,EU
grid.485946.2,Czechia,EU
grid.485947.3,Czechia,EU
grid.485948.c,Czechia,EU
grid.485949.d,Czechia,EU
grid.485950.5,Czechia,EU
grid.485951.4,Czechia,EU
grid.485952.7,Czechia,EU
grid.485953.6,Czechia,EU
grid.485955.0,Czechia,EU
grid.485956.3,Czechia,EU
grid.485957.2,Czechia,EU
grid.485958.d,Czechia,EU
grid.485959.c,Czechia,EU
grid.485960.6,Czechia,EU
grid.485961.7,Czechia,EU
grid.485962.4,Czechia,EU
grid.485963.5,Czechia,EU
grid.485964.2,Czechia,EU
grid.485965.3,Czechia,EU
grid.485966.0,Czechia,EU
grid.485967.1,Czechia,EU
grid.485968.e,Czechia,EU
grid.485969.f,Czechia,EU
grid.485970.7,Czechia,EU
grid.485971.6,Czechia,EU
grid.485972.5,Czechia,EU
grid.485973.4,Czechia,EU
grid.485974.3,Norway,EU
grid.485975.2,Czechia,EU
grid.485976.1,Italy,EU
grid.485977.0,Czechia,EU
grid.485978.f,Czechia,EU
grid.485979.e,Czechia,EU
grid.485980.8,Czechia,EU
grid.485981.9,Czechia,EU
grid.485982.a,Czechia,EU
grid.485983.b,Czechia,EU
grid.485984.c,Czechia,EU
grid.485985.d,Czechia,EU
grid.485986.e,Czechia,EU
grid.485987.f,Czechia,EU
grid.485988.0,Czechia,EU
grid.485989.1,Czechia,EU
grid.485990.9,Czechia,EU
grid.485991.8,Czechia,EU
grid.485992.b,Czechia,EU
grid.485993.a,Czechia,EU
grid.485994.d,Czechia,EU
grid.485995.c,Czechia,EU
grid.485996.f,Czechia,EU
grid.485997.e,Czechia,EU
grid.485998.1,Czechia,EU
grid.485999.0,Czechia,EU
grid.486000.a,Czechia,EU
grid.486001.b,Czechia,EU
grid.486002.8,Czechia,EU
grid.486003.9,Czechia,EU
grid.486004.e,Czechia,EU
grid.486005.f,Czechia,EU
grid.486006.c,Czechia,EU
grid.486007.d,Czechia,EU
grid.486008.2,Czechia,EU
grid.486009.3,Czechia,EU
grid.486010.b,Czechia,EU
grid.486011.a,Czechia,EU
grid.486012.9,Czechia,EU
grid.486013.8,Czechia,EU
grid.486014.f,Czechia,EU
grid.486015.e,Czechia,EU
grid.486016.d,Czechia,EU
grid.486017.c,Czechia,EU
grid.486018.3,Czechia,EU
grid.486019.2,Czechia,EU
grid.486020.8,Czechia,EU
grid.486021.9,Czechia,EU
grid.486022.a,Czechia,EU
grid.486023.b,Czechia,EU
grid.486024.c,Czechia,EU
grid.486025.d,Czechia,EU
grid.486026.e,Czechia,EU
grid.486027.f,Czechia,EU
grid.486028.0,Slovakia,EU
grid.486029.1,Czechia,EU
grid.486030.9,Czechia,EU
grid.486031.8,Czechia,EU
grid.486032.b,Czechia,EU
grid.486033.a,Czechia,EU
grid.486034.d,Czechia,EU
grid.486035.c,Czechia,EU
grid.486036.f,Czechia,EU
grid.486037.e,Czechia,EU
grid.486038.1,Czechia,EU
grid.486039.0,Czechia,EU
grid.486040.e,United States,NA
grid.486041.f,Czechia,EU
grid.486042.c,Czechia,EU
grid.486043.d,Czechia,EU
grid.486044.a,Czechia,EU
grid.486045.b,Czechia,EU
grid.486046.8,Czechia,EU
grid.486047.9,Czechia,EU
grid.486048.6,Czechia,EU
grid.486049.7,Czechia,EU
grid.486050.f,Czechia,EU
grid.486051.e,Czechia,EU
grid.486052.d,Czechia,EU
grid.486053.c,Czechia,EU
grid.486054.b,Czechia,EU
grid.486055.a,Czechia,EU
grid.486056.9,Czechia,EU
grid.486057.8,Czechia,EU
grid.486058.7,Czechia,EU
grid.486059.6,Czechia,EU
grid.486060.c,Czechia,EU
grid.486061.d,Czechia,EU
grid.486062.e,Czechia,EU
grid.486063.f,Czechia,EU
grid.486064.8,Czechia,EU
grid.486065.9,Czechia,EU
grid.486066.a,Czechia,EU
grid.486067.b,Czechia,EU
grid.486068.4,Czechia,EU
grid.486069.5,Czechia,EU
grid.486070.d,Czechia,EU
grid.486071.c,Czechia,EU
grid.486072.f,Czechia,EU
grid.486073.e,Czechia,EU
grid.486074.9,Czechia,EU
grid.486075.8,Czechia,EU
grid.486076.b,Czechia,EU
grid.486077.a,Czechia,EU
grid.486078.5,Czechia,EU
grid.486079.4,Czechia,EU
grid.486080.2,Czechia,EU
grid.486082.0,Czechia,EU
grid.486083.1,Czechia,EU
grid.486084.6,Czechia,EU
grid.486085.7,Czechia,EU
grid.486086.4,Czechia,EU
grid.486087.5,Czechia,EU
grid.486088.a,Czechia,EU
grid.486089.b,Suriname,SA
grid.486090.3,Czechia,EU
grid.486091.2,Czechia,EU
grid.486092.1,Czechia,EU
grid.486093.0,Czechia,EU
grid.486094.7,Czechia,EU
grid.486095.6,Czechia,EU
grid.486096.5,Czechia,EU
grid.486097.4,Czechia,EU
grid.486098.b,Czechia,EU
grid.486099.a,Czechia,EU
grid.486100.b,Czechia,EU
grid.486101.a,Czechia,EU
grid.486102.9,Czechia,EU
grid.486103.8,Czechia,EU
grid.486104.f,Czechia,EU
grid.486105.e,Czechia,EU
grid.486106.d,Czechia,EU
grid.486107.c,Czechia,EU
grid.486108.3,Czechia,EU
grid.486109.2,Czechia,EU
grid.486110.a,Czechia,EU
grid.486111.b,Czechia,EU
grid.486112.8,Czechia,EU
grid.486113.9,Czechia,EU
grid.486114.e,Czechia,EU
grid.486115.f,Czechia,EU
grid.486116.c,Czechia,EU
grid.486117.d,Czechia,EU
grid.486118.2,Czechia,EU
grid.486119.3,Czechia,EU
grid.486120.9,Czechia,EU
grid.486122.b,Czechia,EU
grid.486123.a,Czechia,EU
grid.486124.d,Czechia,EU
grid.486125.c,Czechia,EU
grid.486126.f,Czechia,EU
grid.486127.e,Czechia,EU
grid.486128.1,Czechia,EU
grid.486129.0,Czechia,EU
grid.486130.8,Czechia,EU
grid.486131.9,Czechia,EU
grid.486132.a,Czechia,EU
grid.486133.b,Czechia,EU
grid.486134.c,Czechia,EU
grid.486135.d,Czechia,EU
grid.486136.e,Czechia,EU
grid.486137.f,Czechia,EU
grid.486138.0,Czechia,EU
grid.486139.1,Czechia,EU
grid.486140.f,Czechia,EU
grid.486141.e,Czechia,EU
grid.486142.d,Czechia,EU
grid.486143.c,Czechia,EU
grid.486144.b,Czechia,EU
grid.486145.a,Czechia,EU
grid.486146.9,Czechia,EU
grid.486148.7,France,EU
grid.486149.6,Czechia,EU
grid.486150.e,Czechia,EU
grid.486151.f,Czechia,EU
grid.486152.c,Ireland,EU
grid.486153.d,Czechia,EU
grid.486154.a,Italy,EU
grid.486155.b,Czechia,EU
grid.486156.8,Czechia,EU
grid.486157.9,India,AS
grid.486158.6,Czechia,EU
grid.486159.7,Czechia,EU
grid.486160.d,Czechia,EU
grid.486161.c,India,AS
grid.486162.f,Czechia,EU
grid.486163.e,Czechia,EU
grid.486164.9,Czechia,EU
grid.486165.8,Czechia,EU
grid.486166.b,Czechia,EU
grid.486167.a,Czechia,EU
grid.486168.5,Czechia,EU
grid.486169.4,Czechia,EU
grid.486170.c,Czechia,EU
grid.486171.d,Czechia,EU
grid.486172.e,Czechia,EU
grid.486173.f,France,EU
grid.486174.8,Czechia,EU
grid.486175.9,Czechia,EU
grid.486176.a,Czechia,EU
grid.486177.b,Czechia,EU
grid.486178.4,Czechia,EU
grid.486179.5,Czechia,EU
grid.486180.3,Czechia,EU
grid.486181.2,France,EU
grid.486182.1,United States,NA
grid.486183.0,Czechia,EU
grid.486184.7,Czechia,EU
grid.486185.6,Czechia,EU
grid.486186.5,United States,NA
grid.486187.4,Czechia,EU
grid.486188.b,Singapore,AS
grid.486189.a,Czechia,EU
grid.486190.2,Czechia,EU
grid.486191.3,United States,NA
grid.486192.0,Czechia,EU
grid.486193.1,Czechia,EU
grid.486194.6,United States,NA
grid.486195.7,Czechia,EU
grid.486196.4,Czechia,EU
grid.486197.5,Czechia,EU
grid.486198.a,Czechia,EU
grid.486199.b,Czechia,EU
grid.486200.8,Czechia,EU
grid.486201.9,Czechia,EU
grid.486202.a,Czechia,EU
grid.486203.b,Czechia,EU
grid.486204.c,Czechia,EU
grid.486205.d,Czechia,EU
grid.486206.e,Czechia,EU
grid.486207.f,Czechia,EU
grid.486208.0,Czechia,EU
grid.486209.1,Czechia,EU
grid.486210.9,Czechia,EU
grid.486211.8,Czechia,EU
grid.486212.b,Czechia,EU
grid.486213.a,Czechia,EU
grid.486214.d,Czechia,EU
grid.486215.c,Czechia,EU
grid.486216.f,Czechia,EU
grid.486217.e,Czechia,EU
grid.486218.1,Czechia,EU
grid.486219.0,Czechia,EU
grid.486220.a,Czechia,EU
grid.486221.b,Czechia,EU
grid.486222.8,Czechia,EU
grid.486223.9,Czechia,EU
grid.486224.e,Czechia,EU
grid.486225.f,Czechia,EU
grid.486226.c,Czechia,EU
grid.486227.d,Czechia,EU
grid.486228.2,Czechia,EU
grid.486229.3,Czechia,EU
grid.486230.b,Czechia,EU
grid.486231.a,Czechia,EU
grid.486232.9,Czechia,EU
grid.486233.8,Czechia,EU
grid.486234.f,Czechia,EU
grid.486235.e,Czechia,EU
grid.486236.d,Czechia,EU
grid.486237.c,Czechia,EU
grid.486238.3,Czechia,EU
grid.486239.2,Czechia,EU
grid.486240.c,Czechia,EU
grid.486241.d,Czechia,EU
grid.486242.e,Czechia,EU
grid.486243.f,Czechia,EU
grid.486244.8,Czechia,EU
grid.486245.9,Czechia,EU
grid.486246.a,Czechia,EU
grid.486247.b,Czechia,EU
grid.486248.4,Czechia,EU
grid.486249.5,Czechia,EU
grid.486250.d,Czechia,EU
grid.486251.c,United States,NA
grid.486252.f,Czechia,EU
grid.486253.e,Czechia,EU
grid.486254.9,Czechia,EU
grid.486255.8,Czechia,EU
grid.486256.b,Czechia,EU
grid.486257.a,Czechia,EU
grid.486258.5,Czechia,EU
grid.486259.4,Czechia,EU
grid.486260.e,Czechia,EU
grid.486261.f,Czechia,EU
grid.486262.c,Czechia,EU
grid.486263.d,Czechia,EU
grid.486264.a,Czechia,EU
grid.486265.b,Czechia,EU
grid.486266.8,Czechia,EU
grid.486267.9,Czechia,EU
grid.486268.6,Czechia,EU
grid.486269.7,Czechia,EU
grid.486270.f,Czechia,EU
grid.486271.e,Czechia,EU
grid.486272.d,Czechia,EU
grid.486273.c,Czechia,EU
grid.486274.b,Czechia,EU
grid.486275.a,Czechia,EU
grid.486276.9,Czechia,EU
grid.486277.8,Czechia,EU
grid.486278.7,Czechia,EU
grid.486279.6,Czechia,EU
grid.486280.0,Czechia,EU
grid.486281.1,Czechia,EU
grid.486283.3,United States,NA
grid.486284.4,Czechia,EU
grid.486285.5,Czechia,EU
grid.486286.6,Czechia,EU
grid.486287.7,Czechia,EU
grid.486288.8,Czechia,EU
grid.486289.9,Czechia,EU
grid.486290.1,Czechia,EU
grid.486291.0,Czechia,EU
grid.486292.3,Czechia,EU
grid.486293.2,Czechia,EU
grid.486294.5,Czechia,EU
grid.486295.4,France,EU
grid.486296.7,Czechia,EU
grid.486297.6,Czechia,EU
grid.486298.9,Czechia,EU
grid.486299.8,Chile,SA
grid.486300.9,Czechia,EU
grid.486301.8,Czechia,EU
grid.486302.b,Czechia,EU
grid.486303.a,Czechia,EU
grid.486304.d,Czechia,EU
grid.486305.c,Czechia,EU
grid.486306.f,Czechia,EU
grid.486307.e,Czechia,EU
grid.486308.1,Czechia,EU
grid.486309.0,Czechia,EU
grid.486310.8,Czechia,EU
grid.486311.9,United States,NA
grid.486312.a,Czechia,EU
grid.486313.b,Czechia,EU
grid.486314.c,Czechia,EU
grid.486315.d,Czechia,EU
grid.486316.e,Czechia,EU
grid.486317.f,Czechia,EU
grid.486318.0,Czechia,EU
grid.486319.1,Czechia,EU
grid.486320.b,Czechia,EU
grid.486321.a,Czechia,EU
grid.486322.9,United States,NA
grid.486323.8,United States,NA
grid.486324.f,United States,NA
grid.486325.e,United States,NA
grid.486326.d,United States,NA
grid.486327.c,United States,NA
grid.486328.3,United States,NA
grid.486329.2,United States,NA
grid.486330.a,United States,NA
grid.486331.b,Czechia,EU
grid.486332.8,United States,NA
grid.486333.9,Czechia,EU
grid.486334.e,Czechia,EU
grid.486335.f,United States,NA
grid.486336.c,United States,NA
grid.486337.d,Czechia,EU
grid.486338.2,Czechia,EU
grid.486339.3,United States,NA
grid.486340.d,Czechia,EU
grid.486341.c,Czechia,EU
grid.486342.f,United States,NA
grid.486343.e,Czechia,EU
grid.486344.9,Czechia,EU
grid.486345.8,United States,NA
grid.486346.b,Czechia,EU
grid.486347.a,Czechia,EU
grid.486348.5,Czechia,EU
grid.486349.4,Czechia,EU
grid.486350.c,Czechia,EU
grid.486351.d,United States,NA
grid.486352.e,United States,NA
grid.486353.f,Czechia,EU
grid.486354.8,United States,NA
grid.486355.9,Czechia,EU
grid.486356.a,United States,NA
grid.486357.b,Czechia,EU
grid.486358.4,Czechia,EU
grid.486359.5,United States,NA
grid.486360.f,United States,NA
grid.486361.e,Czechia,EU
grid.486362.d,Czechia,EU
grid.486363.c,United States,NA
grid.486364.b,United States,NA
grid.486365.a,Czechia,EU
grid.486366.9,Czechia,EU
grid.486367.8,Singapore,AS
grid.486368.7,Czechia,EU
grid.486369.6,Czechia,EU
grid.486370.e,United States,NA
grid.486371.f,Czechia,EU
grid.486372.c,United States,NA
grid.486373.d,United States,NA
grid.486374.a,Czechia,EU
grid.486375.b,Czechia,EU
grid.486376.8,United States,NA
grid.486377.9,Czechia,EU
grid.486378.6,Czechia,EU
grid.486379.7,Czechia,EU
grid.486380.1,Czechia,EU
grid.486381.0,Czechia,EU
grid.486382.3,United States,NA
grid.486383.2,Czechia,EU
grid.486384.5,Czechia,EU
grid.486385.4,Czechia,EU
grid.486386.7,United States,NA
grid.486387.6,Czechia,EU
grid.486388.9,Czechia,EU
grid.486389.8,Czechia,EU
grid.486390.0,Czechia,EU
grid.486391.1,China,AS
grid.486392.2,United States,NA
grid.486393.3,United States,NA
grid.486394.4,Czechia,EU
grid.486395.5,Czechia,EU
