ID,Country,Contiment
grid.1001.0,Australia,OC
grid.1002.3,Australia,OC
grid.1003.2,Australia,OC
grid.1004.5,Australia,OC
grid.1005.4,Australia,OC
grid.1006.7,United Kingdom,EU
grid.1007.6,Australia,OC
grid.1008.9,Australia,OC
grid.1009.8,Australia,OC
grid.1010.0,Australia,OC
grid.1011.1,Australia,OC
grid.1012.2,Australia,OC
grid.1013.3,Australia,OC
grid.1014.4,Australia,OC
grid.1016.6,Australia,OC
grid.1017.7,Australia,OC
grid.1018.8,Australia,OC
grid.1019.9,Australia,OC
grid.1020.3,Australia,OC
grid.1021.2,Australia,OC
grid.1022.1,Australia,OC
grid.1023.0,Australia,OC
grid.1024.7,Australia,OC
grid.1025.6,Australia,OC
grid.1026.5,Australia,OC
grid.1027.4,Australia,OC
grid.1029.a,Australia,OC
grid.1031.3,Australia,OC
grid.1032.0,Australia,OC
grid.1033.1,Australia,OC
grid.1034.6,Australia,OC
grid.1035.7,Poland,EU
grid.1037.5,Australia,OC
grid.1038.a,Australia,OC
grid.1039.b,Australia,OC
grid.1040.5,Australia,OC
grid.1042.7,Australia,OC
grid.1043.6,Australia,OC
grid.1046.3,Australia,OC
grid.1047.2,Australia,OC
grid.1048.d,Australia,OC
grid.1049.c,Australia,OC
grid.1051.5,Australia,OC
grid.1052.6,United States,NA
grid.1055.1,Australia,OC
grid.1056.2,Australia,OC
grid.1057.3,Australia,OC
grid.1058.c,Australia,OC
grid.1064.3,Australia,OC
grid.1073.5,Australia,OC
grid.1076.0,Australia,OC
grid.1088.1,Greece,EU
grid.1089.0,Australia,OC
grid.1108.8,United States,NA
grid.1121.3,United Kingdom,EU
grid.1135.6,Australia,OC
grid.1214.6,United States,NA
grid.1236.6,United Kingdom,EU
grid.1281.a,United Kingdom,EU
grid.1310.3,Australia,OC
grid.1343.5,United Kingdom,EU
grid.1374.1,Finland,EU
grid.1403.6,United States,NA
grid.1441.0,France,EU
grid.1453.3,United Kingdom,EU
grid.1463.0,Canada,NA
grid.1489.4,Australia,OC
grid.1491.d,Australia,OC
grid.1504.0,United Kingdom,EU
grid.1527.1,Australia,OC
grid.1543.3,Canada,NA
grid.1623.6,Australia,OC
grid.1649.a,Sweden,EU
grid.1658.a,United States,NA
grid.1680.f,Australia,OC
grid.1694.a,Australia,OC
grid.1743.1,United Kingdom,EU
grid.1957.a,Germany,EU
grid.2134.4,Canada,NA
grid.2294.d,United States,NA
grid.2483.d,United Kingdom,EU
grid.2515.3,United States,NA
grid.2678.b,United Kingdom,EU
grid.2824.c,Australia,OC
grid.2865.9,United States,NA
grid.2875.8,Canada,NA
grid.3006.5,Australia,OC
grid.3263.4,Australia,OC
grid.3319.8,Germany,EU
grid.3393.a,United States,NA
grid.3521.5,Australia,OC
grid.3532.7,United States,NA
grid.3575.4,Switzerland,EU
grid.3613.7,United States,NA
grid.3973.e,Australia,OC
grid.4241.3,Greece,EU
grid.4269.9,United Kingdom,EU
grid.4278.9,Czechia,EU
grid.4280.e,Singapore,AS
grid.4293.c,Italy,EU
grid.4299.6,Austria,EU
grid.4305.2,United Kingdom,EU
grid.4307.0,France,EU
grid.4319.f,Norway,EU
grid.4332.6,Austria,EU
grid.4336.2,Italy,EU
grid.4347.4,Italy,EU
grid.4365.4,France,EU
grid.4367.6,United States,NA
grid.4372.2,Germany,EU
grid.4391.f,United States,NA
grid.4399.7,France,EU
grid.4422.0,China,AS
grid.4425.7,United Kingdom,EU
grid.4437.4,United States,NA
grid.4444.0,France,EU
grid.4461.7,France,EU
grid.4462.4,Malta,EU
grid.4463.5,Greece,EU
grid.4464.2,United Kingdom,EU
grid.4466.0,Italy,EU
grid.4488.0,Germany,EU
grid.4489.1,Spain,EU
grid.4491.8,Czechia,EU
grid.4494.d,Netherlands,EU
grid.4495.c,Poland,EU
grid.4514.4,Sweden,EU
grid.4521.2,Spain,EU
grid.4527.4,Italy,EU
grid.4551.5,Romania,EU
grid.4556.2,Germany,EU
grid.4561.6,Germany,EU
grid.4562.5,Germany,EU
grid.4563.4,United Kingdom,EU
grid.4567.0,Germany,EU
grid.4578.e,Norway,EU
grid.4605.7,Russia,EU
grid.4612.1,Poland,EU
grid.4616.5,Poland,EU
grid.4643.5,Italy,EU
grid.4655.2,Denmark,EU
grid.4691.a,Italy,EU
grid.4694.f,Greece,EU
grid.4701.2,United Kingdom,EU
grid.4708.b,Italy,EU
grid.4709.a,Germany,EU
grid.4711.3,Spain,EU
grid.4714.6,Sweden,EU
grid.4748.f,France,EU
grid.4756.0,United Kingdom,EU
grid.4764.1,Germany,EU
grid.4777.3,United Kingdom,EU
grid.4793.9,Greece,EU
grid.4795.f,Spain,EU
grid.4800.c,Italy,EU
grid.4807.b,Spain,EU
grid.4808.4,Croatia,EU
grid.4817.a,France,EU
grid.4818.5,Netherlands,EU
grid.4819.4,Germany,EU
grid.4825.b,France,EU
grid.4827.9,United Kingdom,EU
grid.4830.f,Netherlands,EU
grid.4831.e,Germany,EU
grid.4834.b,Greece,EU
grid.4836.9,Hungary,EU
grid.4839.6,Brazil,SA
grid.4842.a,Czechia,EU
grid.4843.b,United Kingdom,EU
grid.4857.e,United Kingdom,EU
grid.4858.1,Netherlands,EU
grid.4861.b,Belgium,EU
grid.4862.8,United Kingdom,EU
grid.4868.2,United Kingdom,EU
grid.4886.2,Russia,EU
grid.4903.e,United Kingdom,EU
grid.4905.8,Croatia,EU
grid.4912.e,Ireland,EU
grid.4928.7,France,EU
grid.4929.6,France,EU
grid.4947.e,Italy,EU
grid.4970.a,United Kingdom,EU
grid.4973.9,Denmark,EU
grid.4987.2,Hungary,EU
grid.4989.c,Belgium,EU
grid.4991.5,United Kingdom,EU
grid.4994.0,Czechia,EU
grid.5012.6,Netherlands,EU
grid.5018.c,Hungary,EU
grid.5037.1,Sweden,EU
grid.5072.0,United Kingdom,EU
grid.5089.4,Spain,EU
grid.5090.c,France,EU
grid.5098.4,Bulgaria,EU
grid.5100.4,Romania,EU
grid.5110.5,Austria,EU
grid.5115.0,United Kingdom,EU
grid.5117.2,Denmark,EU
grid.5120.6,Romania,EU
grid.5132.5,Netherlands,EU
grid.5133.4,Italy,EU
grid.5146.6,Hungary,EU
grid.5155.4,Germany,EU
grid.5162.0,Netherlands,EU
grid.5164.6,Germany,EU
grid.5169.b,United Kingdom,EU
grid.5170.3,Denmark,EU
grid.5173.0,Austria,EU
grid.5196.b,Italy,EU
grid.5214.2,United Kingdom,EU
grid.5216.0,Greece,EU
grid.5239.d,Spain,EU
grid.5252.0,Germany,EU
grid.5253.1,Germany,EU
grid.5254.6,Denmark,EU
grid.5259.b,Lithuania,EU
grid.5268.9,Spain,EU
grid.5284.b,Belgium,EU
grid.5288.7,United States,NA
grid.5290.e,Japan,AS
grid.5292.c,Netherlands,EU
grid.5319.e,Spain,EU
grid.5326.2,Italy,EU
grid.5328.c,France,EU
grid.5329.d,Austria,EU
grid.5330.5,Germany,EU
grid.5333.6,Switzerland,EU
grid.5334.1,Turkey,AS
grid.5335.0,United Kingdom,EU
grid.5336.3,Germany,EU
grid.5337.2,United Kingdom,EU
grid.5338.d,Spain,EU
grid.5342.0,Belgium,EU
grid.5361.1,Austria,EU
grid.5371.0,Sweden,EU
grid.5373.2,Finland,EU
grid.5374.5,Poland,EU
grid.5379.8,United Kingdom,EU
grid.5380.e,Chile,SA
grid.5386.8,United States,NA
grid.5388.6,France,EU
grid.5390.f,Italy,EU
grid.5395.a,Italy,EU
grid.5398.7,France,EU
grid.5399.6,France,EU
grid.5403.2,Italy,EU
grid.5406.7,Germany,EU
grid.5433.1,Germany,EU
grid.5468.f,Greece,EU
grid.5474.2,Netherlands,EU
grid.5475.3,United Kingdom,EU
grid.5477.1,Netherlands,EU
grid.5491.9,United Kingdom,EU
grid.5507.7,Bulgaria,EU
grid.5509.9,Finland,EU
grid.5510.1,Norway,EU
grid.5515.4,Spain,EU
grid.5522.0,Poland,EU
grid.5560.6,Germany,EU
grid.5570.7,Germany,EU
grid.5571.6,France,EU
grid.5583.b,France,EU
grid.5586.e,Germany,EU
grid.5590.9,Netherlands,EU
grid.5591.8,Hungary,EU
grid.5595.c,Sweden,EU
grid.5596.f,Belgium,EU
grid.5600.3,United Kingdom,EU
grid.5601.2,Germany,EU
grid.5602.1,Italy,EU
grid.5603.0,Germany,EU
grid.5606.5,Italy,EU
grid.5607.4,France,EU
grid.5608.b,Italy,EU
grid.5611.3,Italy,EU
grid.5612.0,Spain,EU
grid.5613.1,France,EU
grid.5633.3,Poland,EU
grid.5637.7,Germany,EU
grid.5640.7,Sweden,EU
grid.5645.2,Netherlands,EU
grid.5650.6,Netherlands,EU
grid.5659.f,Germany,EU
grid.5675.1,Germany,EU
grid.5676.2,France,EU
grid.5681.a,Switzerland,EU
grid.5685.e,United Kingdom,EU
grid.5690.a,Spain,EU
grid.5718.b,Germany,EU
grid.5719.a,Germany,EU
grid.5734.5,Switzerland,EU
grid.5740.6,Italy,EU
grid.5771.4,Austria,EU
grid.5801.c,Switzerland,EU
grid.5802.f,Germany,EU
grid.5807.a,Germany,EU
grid.5808.5,Portugal,EU
grid.5809.4,Sweden,EU
grid.5836.8,Germany,EU
grid.5841.8,Spain,EU
grid.5842.b,France,EU
grid.5846.f,United Kingdom,EU
grid.5853.b,Spain,EU
grid.5855.d,Germany,EU
grid.5884.1,United Kingdom,EU
grid.5887.2,Netherlands,EU
grid.5892.6,Germany,EU
grid.5911.c,Sweden,EU
grid.5924.a,Spain,EU
grid.5942.a,Italy,EU
grid.5947.f,Norway,EU
grid.5949.1,Germany,EU
grid.5963.9,Germany,EU
grid.5970.b,Italy,EU
grid.5991.4,Switzerland,EU
grid.5997.2,United Kingdom,EU
grid.6045.7,Italy,EU
grid.6050.3,France,EU
grid.6054.7,Netherlands,EU
grid.6057.4,Sweden,EU
grid.6066.6,Portugal,EU
grid.6068.8,France,EU
grid.6078.9,Netherlands,EU
grid.6083.d,Greece,EU
grid.6093.c,Italy,EU
grid.6137.3,Belgium,EU
grid.6142.1,Ireland,EU
grid.6162.3,Spain,EU
grid.6190.e,Germany,EU
grid.6203.7,Denmark,EU
grid.6214.1,Netherlands,EU
grid.6227.1,France,EU
grid.6228.e,Belgium,EU
grid.6268.a,United Kingdom,EU
grid.6276.5,Italy,EU
grid.6279.a,France,EU
grid.6282.e,Czechia,EU
grid.6287.b,France,EU
grid.6289.5,France,EU
grid.6290.d,Germany,EU
grid.6292.f,Italy,EU
grid.6303.6,Sweden,EU
grid.6312.6,Spain,EU
grid.6324.3,Finland,EU
grid.6341.0,Sweden,EU
grid.6357.7,Thailand,AS
grid.6363.0,Germany,EU
grid.6374.6,United Kingdom,EU
grid.6383.e,Sweden,EU
grid.6385.8,Netherlands,EU
grid.6390.c,France,EU
grid.6401.3,Italy,EU
grid.6407.5,Norway,EU
grid.6408.a,Ireland,EU
grid.6435.4,Ireland,EU
grid.6441.7,Lithuania,EU
grid.6451.6,Israel,AS
grid.6467.3,Spain,EU
grid.6484.e,United Kingdom,EU
grid.6496.d,Spain,EU
grid.6518.a,United Kingdom,EU
grid.6520.1,Belgium,EU
grid.6530.0,Italy,EU
grid.6533.3,Finland,EU
grid.6546.1,Germany,EU
grid.6553.5,Germany,EU
grid.6569.c,Germany,EU
grid.6571.5,United Kingdom,EU
grid.6572.6,United Kingdom,EU
grid.6582.9,Germany,EU
grid.6583.8,Austria,EU
grid.6584.f,Germany,EU
grid.6603.3,Cyprus,EU
grid.6606.6,Belgium,EU
grid.6612.3,Switzerland,EU
grid.6615.4,Germany,EU
grid.6625.7,France,EU
grid.6652.7,Czechia,EU
grid.6717.7,Belgium,EU
grid.6722.1,United Kingdom,EU
grid.6734.6,Germany,EU
grid.6738.a,Germany,EU
grid.6759.d,Hungary,EU
grid.6809.7,Greece,EU
grid.6810.f,Germany,EU
grid.6827.b,Romania,EU
grid.6835.8,Spain,EU
grid.6852.9,Netherlands,EU
grid.6862.a,Germany,EU
grid.6868.0,Poland,EU
grid.6884.2,Germany,EU
grid.6899.e,Romania,EU
grid.6901.e,Lithuania,EU
grid.6903.c,Slovakia,EU
grid.6906.9,Netherlands,EU
grid.6912.c,Czechia,EU
grid.6926.b,Sweden,EU
grid.6933.f,France,EU
grid.6935.9,Turkey,AS
grid.6936.a,Germany,EU
grid.6963.a,Poland,EU
grid.6968.1,France,EU
grid.6973.b,Latvia,EU
grid.6975.d,Finland,EU
grid.6977.f,Bulgaria,EU
grid.6979.1,Poland,EU
grid.6981.6,Bulgaria,EU
grid.6986.1,Finland,EU
grid.6988.f,Estonia,EU
grid.6992.4,Romania,EU
grid.7005.2,Poland,EU
grid.7010.6,Italy,EU
grid.7039.d,Austria,EU
grid.7048.b,Denmark,EU
grid.7080.f,Spain,EU
grid.7088.7,Ireland,EU
grid.7107.1,United Kingdom,EU
grid.7110.7,United Kingdom,EU
grid.7112.5,Czechia,EU
grid.7114.3,Bulgaria,EU
grid.7119.e,Chile,SA
grid.7122.6,Hungary,EU
grid.7123.7,Ethiopia,AF
grid.7130.5,Thailand,AS
grid.7132.7,Thailand,AS
grid.7143.1,Denmark,EU
grid.7144.6,Greece,EU
grid.7147.5,Pakistan,AS
grid.7149.b,Serbia,EU
grid.7151.2,India,AS
grid.7155.6,Egypt,AF
grid.7157.4,Portugal,EU
grid.7159.a,Spain,EU
grid.7177.6,Netherlands,EU
grid.7220.7,Mexico,NA
grid.7240.1,Italy,EU
grid.7247.6,Colombia,SA
grid.7252.2,France,EU
grid.7256.6,Turkey,AS
grid.7269.a,Egypt,AF
grid.7273.1,United Kingdom,EU
grid.7280.d,Germany,EU
grid.7307.3,Germany,EU
grid.7310.5,France,EU
grid.7311.4,Portugal,EU
grid.7320.6,Denmark,EU
grid.7324.2,Germany,EU
grid.7327.1,South Africa,AF
grid.7336.1,Hungary,EU
grid.7338.f,Portugal,EU
grid.7340.0,United Kingdom,EU
grid.7345.5,Argentina,SA
grid.7354.5,Switzerland,EU
grid.7359.8,Germany,EU
grid.7362.0,United Kingdom,EU
grid.7367.5,Italy,EU
grid.7372.1,United Kingdom,EU
grid.7384.8,Germany,EU
grid.7399.4,Romania,EU
grid.7400.3,Switzerland,EU
grid.7427.6,Portugal,EU
grid.7429.8,France,EU
grid.7439.9,Belgium,EU
grid.7445.2,United Kingdom,EU
grid.7450.6,Germany,EU
grid.7452.4,France,EU
grid.7459.f,France,EU
grid.7468.d,Germany,EU
grid.7489.2,Israel,AS
grid.7490.a,Germany,EU
grid.7491.b,Germany,EU
grid.7492.8,Germany,EU
grid.7497.d,Germany,EU
grid.7520.0,Austria,EU
grid.7545.3,United Kingdom,EU
grid.7546.0,United Kingdom,EU
grid.7547.1,Belgium,EU
grid.7548.e,Italy,EU
grid.7551.6,Germany,EU
grid.7555.2,Germany,EU
grid.7563.7,Italy,EU
grid.7597.c,Japan,AS
grid.7605.4,Italy,EU
grid.7621.2,Botswana,AF
grid.7628.b,United Kingdom,EU
grid.7632.0,Brazil,SA
grid.7634.6,Slovakia,EU
grid.7637.5,Italy,EU
grid.7644.1,Italy,EU
grid.7645.0,Germany,EU
grid.7665.2,Portugal,EU
grid.7678.e,Italy,EU
grid.7683.a,Germany,EU
grid.7692.a,Netherlands,EU
grid.7700.0,Germany,EU
grid.7704.4,Germany,EU
grid.7708.8,Germany,EU
grid.7719.8,Spain,EU
grid.7722.0,Spain,EU
grid.7727.5,Germany,EU
grid.7728.a,United Kingdom,EU
grid.7737.4,Finland,EU
grid.7749.d,Burundi,AF
grid.7752.7,Germany,EU
grid.7759.c,Spain,EU
grid.7763.5,Italy,EU
grid.7776.1,Egypt,AF
grid.7778.f,Italy,EU
grid.7779.e,Colombia,SA
grid.7787.f,Germany,EU
grid.7821.c,Spain,EU
grid.7831.d,Portugal,EU
grid.7836.a,South Africa,AF
grid.7839.5,Germany,EU
grid.7840.b,Spain,EU
grid.7841.a,Italy,EU
grid.7849.2,France,EU
grid.7858.2,Macedonia,EU
grid.7861.8,Netherlands,EU
grid.7870.8,Chile,SA
grid.7872.a,Ireland,EU
grid.7886.1,Ireland,EU
grid.7892.4,Germany,EU
grid.7898.e,Ecuador,SA
grid.7900.e,Tunisia,AF
grid.7901.f,France,EU
grid.7902.c,France,EU
grid.7914.b,Norway,EU
grid.7922.e,Thailand,AS
grid.7942.8,Belgium,EU
grid.7943.9,United Kingdom,EU
grid.7945.f,Italy,EU
grid.7960.8,Slovakia,EU
grid.7973.a,Belgium,EU
grid.8042.e,Italy,EU
grid.8048.4,Spain,EU
grid.8049.5,Chile,SA
grid.8051.c,Portugal,EU
grid.8065.b,Sri Lanka,AS
grid.8073.c,Spain,EU
grid.8096.7,United Kingdom,EU
grid.8127.c,Greece,EU
grid.8142.f,Italy,EU
grid.8148.5,Sweden,EU
grid.8155.9,United Kingdom,EU
grid.8158.4,Italy,EU
grid.8168.7,Romania,EU
grid.8170.e,Chile,SA
grid.8171.f,Venezuela,SA
grid.8183.2,France,EU
grid.8186.7,United Kingdom,EU
grid.8191.1,Senegal,AF
grid.8192.2,Syria,AS
grid.8193.3,Tanzania,AF
grid.8194.4,Romania,EU
grid.8195.5,India,AS
grid.8198.8,Bangladesh,AS
grid.8201.b,Cameroon,AF
grid.8207.d,Estonia,EU
grid.8217.c,Ireland,EU
grid.8241.f,United Kingdom,EU
grid.8250.f,United Kingdom,EU
grid.8267.b,Poland,EU
grid.8269.5,Guatemala,NA
grid.8271.c,Colombia,SA
grid.8273.e,United Kingdom,EU
grid.8295.6,Mozambique,AF
grid.8301.a,Kenya,AF
grid.8302.9,Turkey,AS
grid.8348.7,United Kingdom,EU
grid.8356.8,United Kingdom,EU
grid.8364.9,Belgium,EU
grid.8379.5,Germany,EU
grid.8385.6,Germany,EU
grid.8389.a,Portugal,EU
grid.8390.2,France,EU
grid.8391.3,United Kingdom,EU
grid.8393.1,Spain,EU
grid.8395.7,Brazil,SA
grid.8399.b,Brazil,SA
grid.8404.8,Italy,EU
grid.8430.f,Brazil,SA
grid.8440.8,Germany,EU
grid.8453.a,France,EU
grid.8461.b,Spain,EU
grid.8464.e,Spain,EU
grid.8465.f,Germany,EU
grid.8484.0,Italy,EU
grid.8505.8,Poland,EU
grid.8509.4,Italy,EU
grid.8515.9,Switzerland,EU
grid.8532.c,Brazil,SA
grid.8534.a,Switzerland,EU
grid.8536.8,Brazil,SA
grid.8547.e,China,AS
grid.8563.8,Spain,EU
grid.8570.a,Indonesia,AS
grid.8578.2,Romania,EU
grid.8581.4,Spain,EU
grid.8585.0,Poland,EU
grid.8591.5,Switzerland,EU
grid.8647.d,Slovenia,EU
grid.8652.9,Ghana,AF
grid.8653.8,Netherlands,EU
grid.8654.f,Belgium,EU
grid.8657.c,Finland,EU
grid.8658.3,China,AS
grid.8663.b,Greece,EU
grid.8664.c,Germany,EU
grid.8668.0,Belgium,EU
grid.8669.1,Finland,EU
grid.8682.4,United Kingdom,EU
grid.8684.2,Austria,EU
grid.8752.8,United Kingdom,EU
grid.8756.c,United Kingdom,EU
grid.8761.8,Sweden,EU
grid.8767.e,Belgium,EU
grid.8784.3,Norway,EU
grid.8831.2,Italy,EU
grid.8842.6,Germany,EU
grid.8873.4,Italy,EU
grid.8905.4,Bulgaria,EU
grid.8953.7,Belgium,EU
grid.8954.0,Slovenia,EU
grid.8970.6,France,EU
grid.8974.2,South Africa,AF
grid.8982.b,Italy,EU
grid.8991.9,United Kingdom,EU
grid.8993.b,Sweden,EU
grid.9001.8,United States,NA
grid.9004.d,United Kingdom,EU
grid.9008.1,Hungary,EU
grid.9018.0,Germany,EU
grid.9024.f,Italy,EU
grid.9026.d,Germany,EU
grid.9027.c,Italy,EU
grid.9067.8,Greece,EU
grid.9116.f,Portugal,EU
grid.9122.8,Germany,EU
grid.9132.9,Switzerland,EU
grid.9156.b,France,EU
grid.9224.d,Spain,EU
grid.9227.e,China,AS
grid.9273.f,Norway,EU
grid.9285.6,Portugal,EU
grid.9344.a,Ireland,EU
grid.9370.d,Spain,EU
grid.9371.c,Italy,EU
grid.9390.3,Germany,EU
grid.9424.b,Lithuania,EU
grid.9427.8,Belarus,EU
grid.9435.b,United Kingdom,EU
grid.9463.8,Germany,EU
grid.9464.f,Germany,EU
grid.9481.4,United Kingdom,EU
grid.9486.3,Mexico,NA
grid.9489.c,France,EU
grid.9499.d,Argentina,SA
grid.9531.e,United Kingdom,EU
grid.9563.9,Spain,EU
grid.9580.4,Iceland,EU
grid.9581.5,Indonesia,AS
grid.9582.6,Nigeria,AF
grid.9594.1,Greece,EU
grid.9601.e,Turkey,AS
grid.9612.c,Spain,EU
grid.9613.d,Germany,EU
grid.9619.7,Israel,AS
grid.9621.c,France,EU
grid.9647.c,Germany,EU
grid.9654.e,New Zealand,OC
grid.9657.d,Italy,EU
grid.9659.3,France,EU
grid.9663.a,Germany,EU
grid.9668.1,Finland,EU
grid.9670.8,Jordan,AS
grid.9679.1,Hungary,EU
grid.9681.6,Finland,EU
grid.9689.e,United Kingdom,EU
grid.9691.7,United Kingdom,EU
grid.9707.9,Japan,AS
grid.9723.f,Thailand,AS
grid.9757.c,United Kingdom,EU
grid.9759.2,United Kingdom,EU
grid.9762.a,Kenya,AF
grid.9763.b,Sudan,AF
grid.9764.c,Germany,EU
grid.9783.5,Democratic Republic of the Congo,AF
grid.9786.0,Thailand,AS
grid.9811.1,Germany,EU
grid.9829.a,Ghana,AF
grid.9835.7,United Kingdom,EU
grid.9841.4,Italy,EU
grid.9845.0,Latvia,EU
grid.9851.5,Switzerland,EU
grid.9905.5,Russia,EU
grid.9906.6,Italy,EU
grid.9909.9,United Kingdom,EU
grid.9916.7,France,EU
grid.9918.9,United Kingdom,EU
grid.9922.0,Poland,EU
grid.9925.7,Lesotho,AF
grid.9966.0,France,EU
grid.9970.7,Austria,EU
grid.9976.1,Switzerland,EU
grid.9982.a,Slovakia,EU
grid.9983.b,Portugal,EU
grid.9984.c,United Kingdom,EU
grid.10025.36,United Kingdom,EU
grid.10041.34,Spain,EU
grid.10049.3c,Ireland,EU
grid.10067.30,Ukraine,EU
grid.10090.38,Israel,AS
grid.10097.3f,Spain,EU
grid.10210.32,Portugal,EU
grid.10211.33,Germany,EU
grid.10212.30,Greece,EU
grid.10214.36,India,AS
grid.10215.37,Spain,EU
grid.10223.32,Thailand,AS
grid.10251.37,Egypt,AF
grid.10253.35,Germany,EU
grid.10267.32,Czechia,EU
grid.10291.3b,Bulgaria,EU
grid.10306.34,United Kingdom,EU
grid.10328.38,Portugal,EU
grid.10334.35,Hungary,EU
grid.10346.30,United Kingdom,EU
grid.10347.31,Malaysia,AS
grid.10359.3e,Turkey,AS
grid.10373.36,Italy,EU
grid.10383.39,Italy,EU
grid.10388.32,Germany,EU
grid.10392.39,Germany,EU
grid.10400.35,France,EU
grid.10403.36,Spain,EU
grid.10404.31,Germany,EU
grid.10412.36,Morocco,AF
grid.10414.30,Romania,EU
grid.10417.33,Netherlands,EU
grid.10419.3d,Netherlands,EU
grid.10420.37,Austria,EU
grid.10421.36,Bolivia,SA
grid.10423.34,Germany,EU
grid.10438.3e,Italy,EU
grid.10447.36,Spain,EU
grid.10491.3d,Bolivia,SA
grid.10493.3f,Germany,EU
grid.10506.32,Italy,EU
grid.10516.33,Turkey,AS
grid.10548.38,Sweden,EU
grid.10570.33,Israel,AS
grid.10582.3e,Denmark,EU
grid.10586.3a,Spain,EU
grid.10594.39,France,EU
grid.10595.38,Malawi,AF
grid.10598.35,Namibia,AF
grid.10599.34,Peru,SA
grid.10601.36,Honduras,NA
grid.10604.33,Kenya,AF
grid.10689.36,Colombia,SA
grid.10690.3e,Argentina,SA
grid.10692.3c,Argentina,SA
grid.10698.36,United States,NA
grid.10702.34,Spain,EU
grid.10706.30,India,AS
grid.10711.36,Switzerland,EU
grid.10729.3d,Costa Rica,NA
grid.10733.36,Niger,AF
grid.10737.32,France,EU
grid.10757.34,Nigeria,AF
grid.10760.30,Netherlands,EU
grid.10761.31,Netherlands,EU
grid.10772.33,Portugal,EU
grid.10776.37,Italy,EU
grid.10784.3a,China,AS
grid.10789.37,Poland,EU
grid.10796.39,Italy,EU
grid.10798.37,Argentina,SA
grid.10800.39,Peru,SA
grid.10803.3a,Gabon,AF
grid.10814.3c,Argentina,SA
grid.10818.30,Rwanda,AF
grid.10821.3a,Argentina,SA
grid.10822.39,Serbia,EU
grid.10824.3f,Nigeria,AF
grid.10825.3e,Denmark,EU
grid.10837.3d,United Kingdom,EU
grid.10854.38,Germany,EU
grid.10858.34,Finland,EU
grid.10863.3c,Spain,EU
grid.10877.39,France,EU
grid.10894.34,Germany,EU
grid.10911.38,Italy,EU
grid.10914.3d,Netherlands,EU
grid.10917.3e,Norway,EU
grid.10919.30,Norway,EU
grid.10939.32,Estonia,EU
grid.10979.36,Czechia,EU
grid.10984.34,Panama,NA
grid.10985.35,Greece,EU
grid.10988.38,France,EU
grid.10992.33,France,EU
grid.10999.38,Chile,SA
grid.11023.31,Spain,EU
grid.11024.36,France,EU
grid.11028.3a,Czechia,EU
grid.11046.32,Germany,EU
grid.11047.33,Greece,EU
grid.11081.39,Germany,EU
grid.11100.31,Peru,SA
grid.11108.39,Spain,EU
grid.11134.36,Philippines,AS
grid.11135.37,China,AS
grid.11136.34,France,EU
grid.11139.3b,Sri Lanka,AS
grid.11142.37,Malaysia,AS
grid.11159.3d,Philippines,AS
grid.11162.35,France,EU
grid.11166.31,France,EU
grid.11173.35,Pakistan,AS
grid.11175.33,Slovakia,EU
grid.11176.30,Philippines,AS
grid.11184.3d,Netherlands,EU
grid.11187.3e,Bulgaria,EU
grid.11194.3c,Uganda,AF
grid.11201.33,United Kingdom,EU
grid.11205.37,Spain,EU
grid.11220.30,Turkey,AS
grid.11318.3a,France,EU
grid.11348.3f,Germany,EU
grid.11355.33,Bulgaria,EU
grid.11374.30,Serbia,EU
grid.11375.31,Slovenia,EU
grid.11381.3a,Portugal,EU
grid.11417.32,France,EU
grid.11444.34,China,AS
grid.11447.37,Israel,AS
grid.11450.31,Italy,EU
grid.11451.30,Poland,EU
grid.11469.3b,Italy,EU
grid.11477.34,Albania,EU
grid.11478.3b,Spain,EU
grid.11480.3c,Spain,EU
grid.11485.39,United Kingdom,EU
grid.11486.3a,Belgium,EU
grid.11492.3f,Italy,EU
grid.11500.35,Germany,EU
grid.11503.36,Netherlands,EU
grid.11505.30,Belgium,EU
grid.11543.32,France,EU
grid.11553.33,Indonesia,AS
grid.11560.33,Argentina,SA
grid.11567.34,Italy,EU
grid.11586.3b,India,AS
grid.11598.34,Austria,EU
grid.11619.3e,France,EU
grid.11630.35,Uruguay,SA
grid.11642.30,Reunion,AF
grid.11667.37,France,EU
grid.11696.39,Italy,EU
grid.11698.37,France,EU
grid.11702.35,Denmark,EU
grid.11744.37,Spain,EU
grid.11749.3a,Germany,EU
grid.11762.33,Spain,EU
grid.11780.3f,Italy,EU
grid.11793.3d,Guatemala,NA
grid.11794.3a,Spain,EU
grid.11804.3c,Hungary,EU
grid.11835.3e,United Kingdom,EU
grid.11841.3d,China,AS
grid.11843.3f,France,EU
grid.11866.38,Poland,EU
grid.11869.37,Bosnia and Herzegovina,EU
grid.11875.3a,Malaysia,AS
grid.11887.37,Tanzania,AF
grid.11893.32,Mexico,NA
grid.11899.38,Brazil,SA
grid.11906.3f,France,EU
grid.11914.3c,United Kingdom,EU
grid.11918.30,United Kingdom,EU
grid.11942.3f,State of Palestine,AS
grid.11951.3d,South Africa,AF
grid.11956.3a,South Africa,AF
grid.11984.35,United Kingdom,EU
grid.12026.37,United Kingdom,EU
grid.12039.39,Italy,EU
grid.12056.30,Romania,EU
grid.12082.39,United Kingdom,EU
grid.12104.36,Swaziland,AF
grid.12112.31,Norway,EU
grid.12136.37,Israel,AS
