Id;Label
osaka university;osaka university
texas state university;texas state university
ansaldo sts;ansaldo sts
the chinese university of hong kong;the chinese university of hong kong
university of geneva;university of geneva
pierre and marie curie university;pierre and marie curie university
muskingum university;muskingum university
university of lubeck;university of lubeck
wuhan university;wuhan university
computer systems institute;computer systems institute
western michigan university;western michigan university
polytechnic university of catalonia;polytechnic university of catalonia
la trobe university;la trobe university
university of north texas;university of north texas
university of vienna;university of vienna
syracuse university;syracuse university
university of nice sophia antipolis;university of nice sophia antipolis
university of denver;university of denver
chiba university;chiba university
fudan university;fudan university
clarkson university;clarkson university
soka gakkai international;soka gakkai international
nara institute of science and technology;nara institute of science and technology
korea university;korea university
university of california riverside;university of california riverside
university of stirling;university of stirling
weizmann institute of science;weizmann institute of science
los alamos national laboratory;los alamos national laboratory
macquarie university;macquarie university
case western reserve university;case western reserve university
radboud university nijmegen;radboud university nijmegen
university of massachusetts amherst;university of massachusetts amherst
hebrew university of jerusalem;hebrew university of jerusalem
university of delaware;university of delaware
university of leeds;university of leeds
heriot watt university;heriot watt university
tokyo institute of technology;tokyo institute of technology
universidade federal de minas gerais;universidade federal de minas gerais
kobe university;kobe university
university of pittsburgh;university of pittsburgh
brandeis university;brandeis university
tufts university;tufts university
birkbeck university of london;birkbeck university of london
university of amsterdam;university of amsterdam
german research centre for artificial intelligence;german research centre for artificial intelligence
sapienza university of rome;sapienza university of rome
state university of new york at oswego;state university of new york at oswego
ecole des mines de nantes;ecole des mines de nantes
lim college;lim college
university of grenoble;university of grenoble
arbor networks;arbor networks
harvey mudd college;harvey mudd college
university of oklahoma;university of oklahoma
laval university;laval university
inesc id;inesc id
university of texas at el paso;university of texas at el paso
cern;cern
department of computer science university of oxford;department of computer science university of oxford
lsi corporation;lsi corporation
hamilton college;hamilton college
toyota technological institute at chicago;toyota technological institute at chicago
advanced micro devices;advanced micro devices
university of freiburg;university of freiburg
university of michigan;university of michigan
hokkaido university;hokkaido university
university of notre dame;university of notre dame
kansas state university;kansas state university
university of north carolina system;university of north carolina system
institute of mathematics;institute of mathematics
chinese academy of sciences;chinese academy of sciences
university of texas at dallas;university of texas at dallas
university of bonn;university of bonn
national university of singapore;national university of singapore
verisign;verisign
