Id;Label
eaton corporation;eaton corporation
vtt technical research centre of finland;vtt technical research centre of finland
offis;offis
roskilde university;roskilde university
tufts university school of medicine;tufts university school of medicine
institute of zoology;institute of zoology
case western reserve university;case western reserve university
faculdade de ciencias e tecnologia da universidade nova de lisboa;faculdade de ciencias e tecnologia da universidade nova de lisboa
university of new hampshire;university of new hampshire
university of oviedo;university of oviedo
rockhurst university;rockhurst university
california state university sacramento;california state university sacramento
lund university;lund university
boston college;boston college
international computer science institute;international computer science institute
oregon state university;oregon state university
seattle children s research institute;seattle children s research institute
dso national laboratories;dso national laboratories
sewanee the university of the south;sewanee the university of the south
national central university;national central university
university of guelph;university of guelph
institute for research on learning;institute for research on learning
dresden university of technology;dresden university of technology
reykjavik university;reykjavik university
saint louis university;saint louis university
california institute of technology;california institute of technology
universite catholique de louvain;universite catholique de louvain
free university of bozen bolzano;free university of bozen bolzano
mcgill university school of computer science;mcgill university school of computer science
hanyang university;hanyang university
ain shams university;ain shams university
jiangxi university of finance and economics;jiangxi university of finance and economics
rutgers university;rutgers university
american university of kuwait;american university of kuwait
sarah lawrence college;sarah lawrence college
hong kong baptist university;hong kong baptist university
northwest missouri state university;northwest missouri state university
university of westminster;university of westminster
university of london;university of london
rowan university;rowan university
university of new brunswick;university of new brunswick
lockheed martin advanced technology laboratories;lockheed martin advanced technology laboratories
aarhus university;aarhus university
royal holloway university of london;royal holloway university of london
charles river laboratories;charles river laboratories
mathematical institute university of oxford;mathematical institute university of oxford
university of crete;university of crete
university of palermo;university of palermo
university of malaga;university of malaga
open university of israel;open university of israel
middlesex university;middlesex university
bridgewater state university;bridgewater state university
university of derby;university of derby
inesc id;inesc id
university of waikato;university of waikato
southern utah university;southern utah university
nancy universite;nancy universite
humboldt state university;humboldt state university
forschungszentrum informatik;forschungszentrum informatik
ecole pour l informatique et les techniques avancees;ecole pour l informatique et les techniques avancees
rsa;rsa
institut eurecom;institut eurecom
spanish national research council;spanish national research council
aurora university;aurora university
western michigan university;western michigan university
institute of company secretaries of india;institute of company secretaries of india
