Key,Fullname,Grid,URL,WikipediaURL
escuela libre de derecho,Escuela Libre de Derecho,,http://www.eld.edu.mx/,http://en.wikipedia.org/wiki/Escuela_Libre_de_Derecho
university of agriculture peshawar,"University of Agriculture, Peshawar",grid.412298.4,http://www.aup.edu.pk/,"http://en.wikipedia.org/wiki/University_of_Agriculture,_Peshawar"
deutsche physikalische gesellschaft,Deutsche Physikalische Gesellschaft,,http://www.dpg-physik.de/index.html,http://en.wikipedia.org/wiki/Deutsche_Physikalische_Gesellschaft
oshkosh corporation,Oshkosh Corporation,,http://www.oshkoshcorporation.com/,http://en.wikipedia.org/wiki/Oshkosh_Corporation
m s ramaiah school of advanced studies,M S Ramaiah School of Advanced Studies,grid.464941.a,http://www.msrsas.org/,http://en.wikipedia.org/wiki/M_S_Ramaiah_School_of_Advanced_Studies
salesian pontifical university,Salesian Pontifical University,grid.449548.0,https://www.unisal.it/home/,http://en.wikipedia.org/wiki/Salesian_Pontifical_University
faist anlagenbau gmbh,FAIST Anlagenbau GmbH,,http://www.faist.de/,http://en.wikipedia.org/wiki/FAIST_Anlagenbau_GmbH
ontario lottery and gaming corporation,Ontario Lottery and Gaming Corporation,,http://www.olg.ca/,http://en.wikipedia.org/wiki/Ontario_Lottery_and_Gaming_Corporation
hsh nordbank,HSH Nordbank,,http://www.hsh-nordbank.com/,http://en.wikipedia.org/wiki/HSH_Nordbank
iilm academy,IILM Academy,,http://www.iilm.ac.in/,http://en.wikipedia.org/wiki/IILM_Academy_of_Higher_Learning
momentive,Momentive,,http://www.momentive.com/,http://www.momentive.com/home.aspx
wipro,Wipro,grid.474766.0,http://www.wipro.com/,http://en.wikipedia.org/wiki/Wipro
coordinadora mercantil s a,Coordinadora Mercantil S.A,,,
axa equitable life insurance company,AXA Equitable Life Insurance Company,,http://www.axa-equitable.com/,http://en.wikipedia.org/wiki/AXA_Equitable_Life_Insurance_Company
the treasury,The Treasury,,,http://en.wikipedia.org/wiki/The_Treasury_(store)
willis group holdings limited,Willis Group Holdings Limited,,,
bank of albania,Bank of Albania,,http://www.bankofalbania.org/,http://en.wikipedia.org/wiki/Bank_of_Albania
international fund for agricultural development,International Fund for Agricultural Development,grid.466871.a,http://www.ifad.org/,http://en.wikipedia.org/wiki/International_Fund_for_Agricultural_Development
bureau of economic analysis,Bureau of Economic Analysis,grid.482034.9,http://www.bea.gov/,http://en.wikipedia.org/wiki/Bureau_of_Economic_Analysis
firaxis games,Firaxis Games,,http://firaxis.com/,http://en.wikipedia.org/wiki/Firaxis_Games
national association of the deaf,National Association of the Deaf,grid.471386.f,http://www.nad.org/,http://en.wikipedia.org/wiki/National_Association_of_the_Deaf_(United_States)
national gallery of canada,National Gallery of Canada,,http://www.gallery.ca/,http://en.wikipedia.org/wiki/National_Gallery_of_Canada
hanwha l c,Hanwha L&C,,,http://en.wikipedia.org/wiki/Hanwha_L&C
universidade federal do acre,Universidade Federal do Acre,grid.412369.b,,
works progress administration,Works Progress Administration,,,http://en.wikipedia.org/wiki/Works_Progress_Administration
infinera,Infinera,grid.450281.a,http://www.infinera.com/,http://en.wikipedia.org/wiki/Infinera
exploration place,Exploration Place,grid.486914.6,,https://en.wikipedia.org/wiki/Exploration_Place
seventh day adventist hospital,Seventh day Adventist Hospital,grid.460820.8,,https://en.wikipedia.org/wiki/Seventh-day_Adventist_Hospital
society for classical studies,Society for Classical Studies,grid.447535.4,,https://en.wikipedia.org/wiki/Society_for_Classical_Studies
montgomery county public schools,Montgomery County Public Schools,grid.421833.f,,https://en.wikipedia.org/wiki/Montgomery_County_Public_Schools
bay area discovery museum,Bay Area Discovery Museum,grid.487571.8,,https://en.wikipedia.org/wiki/Bay_Area_Discovery_Museum
pakistan agricultural research council,Pakistan Agricultural Research Council,grid.419165.e,,https://en.wikipedia.org/wiki/Pakistan_Agricultural_Research_Council
musashino academia musicae,Musashino Academia Musicae,grid.442899.a,,https://en.wikipedia.org/wiki/Musashino_Academia_Musicae
aman foundation,Aman Foundation,grid.475114.2,,https://en.wikipedia.org/wiki/Aman_Foundation
child in need institute,Child In Need Institute,grid.464738.a,,https://en.wikipedia.org/wiki/Child_In_Need_Institute
manhattan christian college,Manhattan Christian College,grid.462484.8,,https://en.wikipedia.org/wiki/Manhattan_Christian_College
adk hospital,ADK Hospital,grid.461073.7,,https://en.wikipedia.org/wiki/ADK_Hospital
mount ayliff hospital,Mount Ayliff Hospital,grid.461151.6,,https://en.wikipedia.org/wiki/Mount_Ayliff_Hospital
our lady of lourdes medical center,Our Lady of Lourdes Medical Center,grid.417311.1,,https://en.wikipedia.org/wiki/Our_Lady_of_Lourdes_Medical_Center
american geriatrics society,American Geriatrics Society,grid.430437.7,,https://en.wikipedia.org/wiki/American_Geriatrics_Society
new saint andrews college,New Saint Andrews College,grid.454567.1,,https://en.wikipedia.org/wiki/New_Saint_Andrews_College
carlsberg foundation,Carlsberg Foundation,grid.453054.3,,https://en.wikipedia.org/wiki/Carlsberg_Foundation
kresge eye institute,Kresge Eye Institute,grid.477464.2,,https://en.wikipedia.org/wiki/Kresge_Eye_Institute
east kent hospitals university nhs foundation trust,East Kent Hospitals University Nhs Foundation Trust,grid.270474.2,,https://en.wikipedia.org/wiki/East_Kent_Hospitals_University_NHS_Foundation_Trust
royal liverpool university hospital,Royal Liverpool University Hospital,grid.415970.e,,https://en.wikipedia.org/wiki/Royal_Liverpool_University_Hospital
american association for laboratory animal science,American Association for Laboratory Animal Science,grid.488619.a,,https://en.wikipedia.org/wiki/American_Association_for_Laboratory_Animal_Science
los rios community college district,Los Rios Community College District,grid.421018.e,,https://en.wikipedia.org/wiki/Los_Rios_Community_College_District
pontifical catholic university of rio de janeiro,Pontifical Catholic University of Rio de Janeiro,grid.4839.6,http://www.puc-rio.br/,http://en.wikipedia.org/wiki/Pontifical_Catholic_University_of_Rio_de_Janeiro
university of wisconsin river falls,University of Wisconsin–River Falls,grid.267478.8,http://www.uwrf.edu/,http://en.wikipedia.org/wiki/University_of_Wisconsin–River_Falls
hunan university,Hunan University,grid.67293.39,http://www-en.hnu.edu.cn/,http://en.wikipedia.org/wiki/Hunan_University
kaiser aluminum,Kaiser Aluminum,,http://www.kaiseraluminum.com/,http://en.wikipedia.org/wiki/Kaiser_Aluminum
mitsui co,Mitsui & Co.,,http://www.mitsui.com/jp/en/index.html,http://en.wikipedia.org/wiki/Mitsui_&_Co.
burgas free university,Burgas Free University,grid.445336.3,https://www.bfu.bg/bg,http://en.wikipedia.org/wiki/Burgas_Free_University
kyungpook national university,Kyungpook National University,grid.258803.4,http://www.knu.ac.kr/,http://en.wikipedia.org/wiki/Kyungpook_National_University
bard college,Bard College,grid.252838.6,http://www.bard.edu/,http://en.wikipedia.org/wiki/Bard_College
young harris college,Young Harris College,grid.465785.d,http://www.yhc.edu/,http://en.wikipedia.org/wiki/Young_Harris_College
seabury western theological seminary,Seabury-Western Theological Seminary,,http://www.bexleyseabury.edu/,http://en.wikipedia.org/wiki/Seabury-Western_Theological_Seminary
national fire protection association,National Fire Protection Association,grid.487696.2,http://nfpa.org/,http://en.wikipedia.org/wiki/National_Fire_Protection_Association
west japan railway company,West Japan Railway Company,,https://www.westjr.co.jp/global/en/,http://en.wikipedia.org/wiki/West_Japan_Railway_Company
stora enso,Stora Enso,,http://www.storaenso.com/,http://en.wikipedia.org/wiki/Stora_Enso
fokus,Fokus,,http://www.partietfokus.dk/,http://en.wikipedia.org/wiki/Fokus
public health foundation of india,Public Health Foundation of India,grid.415361.4,http://www.phfi.org/,http://en.wikipedia.org/wiki/Public_Health_Foundation_of_India
kharkiv national medical university,Kharkiv National Medical University,grid.445504.4,http://www.knmu.kharkov.ua/,http://en.wikipedia.org/wiki/Kharkiv_National_Medical_University
syngenta,Syngenta,grid.462102.3,http://www.syngenta.com/,http://en.wikipedia.org/wiki/Syngenta
columbia theological seminary,Columbia Theological Seminary,grid.462025.7,http://www.ctsnet.edu/,http://en.wikipedia.org/wiki/Columbia_Theological_Seminary
st petersburg college,St. Petersburg College,grid.422533.1,http://www.spcollege.edu/,http://en.wikipedia.org/wiki/St._Petersburg_College
michael okpara university of agriculture,Michael Okpara University of Agriculture,grid.442668.a,http://www.mouau.edu.ng/,http://en.wikipedia.org/wiki/Michael_Okpara_University_of_Agriculture
wistar institute,Wistar Institute,grid.251075.4,http://www.wistar.org/,http://en.wikipedia.org/wiki/Wistar_Institute
perm state university,Perm State University,grid.77611.36,http://www.psu.ru/,http://en.wikipedia.org/wiki/Perm_State_University
osaka shin ai college,Osaka Shin-ai College,grid.471967.a,http://www.osaka-shinai.jp/,http://en.wikipedia.org/wiki/Osaka_Shin-ai_College
performance technologies incorporated,"Performance Technologies, Incorporated",,http://www.performance.gr/,http://en.wikipedia.org/wiki/Performance_Technologies
national tainan institute of nursing,National Tainan Institute of Nursing,grid.469082.1,http://www2.ntin.edu.tw/English/IntroIndex.htm,http://en.wikipedia.org/wiki/National_Tainan_Junior_College_of_Nursing
zhejiang california international nanosystems institute,Zhejiang California International NanoSystems Institute,,,http://en.wikipedia.org/wiki/Zhejiang_California_International_NanoSystems_Institute
polytechnic university of puerto rico,Polytechnic University of Puerto Rico,grid.261961.b,http://www.pupr.edu/,http://en.wikipedia.org/wiki/Polytechnic_University_of_Puerto_Rico
effat university,Effat University,grid.443337.4,http://www.effatuniversity.edu.sa/,http://en.wikipedia.org/wiki/Effat_University
ranaghat college,Ranaghat College,,http://www.ranaghatcollege.org.in/,http://en.wikipedia.org/wiki/Ranaghat_College
babasaheb bhimrao ambedkar university,Babasaheb Bhimrao Ambedkar University,grid.440550.0,http://www.bbau.ac.in/,http://en.wikipedia.org/wiki/Babasaheb_Bhimrao_Ambedkar_University
canadian cancer society,Canadian Cancer Society,grid.423371.0,http://www.cancer.ca/,http://en.wikipedia.org/wiki/Canadian_Cancer_Society
black veatch,Black & Veatch,,http://www.bv.com/,http://en.wikipedia.org/wiki/Black_&_Veatch
shri ramdeobaba college of engineering and management,Shri Ramdeobaba College of Engineering and Management,,http://www.rknec.edu/,http://en.wikipedia.org/wiki/Shri_Ramdeobaba_College_of_Engineering_and_Management
universidad publica de navarra,Universidad Pública de Navarra,grid.410476.0,http://www.unavarra.es/,http://en.wikipedia.org/wiki/Universidad_Pública_de_Navarra
osram,Osram,grid.471245.1,http://www.osram.com/,http://en.wikipedia.org/wiki/Osram
american association of pastoral counselors,American Association of Pastoral Counselors,,http://aapc.org/,http://en.wikipedia.org/wiki/American_Association_of_Pastoral_Counselors
urban institute,Urban Institute,grid.56362.34,http://www.urban.org/,http://en.wikipedia.org/wiki/Urban_Institute
aichi konan college,Aichi Konan College,grid.468682.6,http://www.konan.ac.jp/,http://en.wikipedia.org/wiki/Aichi_Konan_College
universidad autonoma de san luis potosi,Universidad Autónoma de San Luis Potosí,,http://www.uaslp.mx/,http://en.wikipedia.org/wiki/Universidad_Autónoma_de_San_Luis_Potosí
saint joseph s college,Saint Joseph's College,grid.431490.b,http://www.saintjoe.edu/,http://en.wikipedia.org/wiki/Saint_Joseph's_College_(Indiana)
bangabasi college,Bangabasi College,,http://www.bangabasimorning.edu.in/,http://en.wikipedia.org/wiki/Bangabasi_Morning_College
valley city state university,Valley City State University,grid.430999.e,http://www.vcsu.edu/,http://en.wikipedia.org/wiki/Valley_City_State_University
state university of novi pazar,State University of Novi Pazar,grid.445145.5,http://www.np.ac.rs/,http://en.wikipedia.org/wiki/State_University_of_Novi_Pazar
utsunomiya university,Utsunomiya University,grid.267687.a,http://www.utsunomiya-u.ac.jp/en/index.php,http://en.wikipedia.org/wiki/Utsunomiya_University
mardin artuklu university,Mardin Artuklu University,grid.449079.7,http://www.artuklu.edu.tr/,http://en.wikipedia.org/wiki/Mardin_Artuklu_University
emblemhealth,EmblemHealth,,http://www.emblemhealth.com/,http://en.wikipedia.org/wiki/EmblemHealth
coventry health care,Coventry Health Care,,http://www.coventryhealthcare.com/,http://en.wikipedia.org/wiki/Coventry_Health_Care
northern college,Northern College,grid.460235.6,http://www.northernc.on.ca/,http://en.wikipedia.org/wiki/Northern_College_(Ontario)
singapore american school,Singapore American School,,http://www.sas.edu.sg/,http://en.wikipedia.org/wiki/Singapore_American_School
atlas america inc,"Atlas America, Inc.",,https://web.archive.org/web/20100106231721/http://www.atlasamerica.com/,http://en.wikipedia.org/wiki/Atlas_Energy
karen national union,Karen National Union,,http://www.knuhq.org/,http://en.wikipedia.org/wiki/Karen_National_Union
north kazakhstan state university,North Kazakhstan State University,grid.443605.0,http://nkzu.kz/,http://en.wikipedia.org/wiki/North_Kazakhstan_State_University
sirf technology holdings inc,"SiRF Technology Holdings, Inc.",,http://www.csr.com/,http://en.wikipedia.org/wiki/SiRF
lincoln hospital,Lincoln Hospital,grid.415933.9,http://nychhc.org/lincoln,http://en.wikipedia.org/wiki/Lincoln_Hospital_(Bronx)
radar networks,Radar Networks,,,http://en.wikipedia.org/wiki/Radar_Networks
iso new england,ISO New England,,https://www.iso-ne.com/,http://en.wikipedia.org/wiki/ISO_New_England
women children s hospital of buffalo,Women & Children's Hospital of Buffalo,grid.413993.5,http://www.kaleidahealth.org/childrens/,http://en.wikipedia.org/wiki/Women_&_Children's_Hospital_of_Buffalo
institut de radioprotection et de surete nucleaire,Institut de radioprotection et de sûreté nucléaire,grid.418735.c,http://www.irsn.fr/,http://en.wikipedia.org/wiki/Institut_de_radioprotection_et_de_sûreté_nucléaire
oeschger centre for climate change research,Oeschger Centre for Climate Change Research,,http://www.oeschger.unibe.ch/,http://en.wikipedia.org/wiki/Oeschger_Centre_for_Climate_Change_Research
our lady of lourdes hospital,Our Lady of Lourdes Hospital,grid.417310.0,http://www.ollh-manila.com/,http://en.wikipedia.org/wiki/Our_Lady_of_Lourdes_Hospital_(Manila)
national youth leadership council,National Youth Leadership Council,,http://www.nylc.org/,http://en.wikipedia.org/wiki/National_Youth_Leadership_Council
nagoya university of commerce business,Nagoya University of Commerce & Business,,http://www.nucba.ac.jp/en/,http://en.wikipedia.org/wiki/Nagoya_University_of_Commerce_&_Business
arizona department of education,Arizona Department of Education,grid.422867.d,http://www.azed.gov/,http://en.wikipedia.org/wiki/Arizona_Department_of_Education
american public human services association,American Public Human Services Association,grid.475829.5,http://www.aphsa.org/Home/home_news.asp,http://en.wikipedia.org/wiki/American_Public_Human_Services_Association
jive software,Jive Software,,http://www.jivesoftware.com/,http://en.wikipedia.org/wiki/Jive_Software
university hospital bonn,University Hospital Bonn,grid.15090.3d,,https://en.wikipedia.org/wiki/University_Hospital_Bonn
redcliffe college,Redcliffe College,grid.469047.8,,https://en.wikipedia.org/wiki/Redcliffe_College
biochemical society,Biochemical Society,grid.469770.b,,https://en.wikipedia.org/wiki/Biochemical_Society
vidant health,Vidant Health,grid.412492.8,,https://en.wikipedia.org/wiki/Vidant_Health
sandwell west birmingham hospitals nhs trust,Sandwell & West Birmingham Hospitals NHS Trust,grid.412919.6,,http://en.wikipedia.org/wiki/Sandwell_and_West_Birmingham_Hospitals_NHS_Trust
cardinal health australia,Cardinal Health (Australia),grid.481810.4,,https://en.wikipedia.org/wiki/Cardinal_Health
gay straight alliance network,Gay-Straight Alliance Network,grid.434427.2,,https://en.wikipedia.org/wiki/GSA_Network
sundsvall municipality,Sundsvall Municipality,grid.451979.7,,https://en.wikipedia.org/wiki/Sundsvall_Municipality
laboratory of instrumentation and experimental particles physics,Laboratory of Instrumentation and Experimental Particles Physics,grid.420929.4,,http://en.wikipedia.org/wiki/Laboratory_of_Instrumentation_and_Experimental_Particles_Physics
state administration of cultural heritage,State Administration of Cultural Heritage,grid.484688.e,,https://en.wikipedia.org/wiki/State_Administration_of_Cultural_Heritage
blue ventures,Blue Ventures,grid.452220.3,,https://en.wikipedia.org/wiki/Blue_Ventures
art gallery of new south wales,Art Gallery of New South Wales,grid.473951.d,,https://en.wikipedia.org/wiki/Art_Gallery_of_New_South_Wales
volunteer state community college,Volunteer State Community College,grid.462986.7,,https://en.wikipedia.org/wiki/Volunteer_State_Community_College
glasgow royal infirmary,Glasgow Royal Infirmary,grid.411714.6,,https://en.wikipedia.org/wiki/Glasgow_Royal_Infirmary
american association for thoracic surgery,American Association for Thoracic Surgery,grid.469661.a,,https://en.wikipedia.org/wiki/American_Association_for_Thoracic_Surgery
high energy materials research laboratory,High Energy Materials Research Laboratory,grid.452870.c,,https://en.wikipedia.org/wiki/High_Energy_Materials_Research_Laboratory
moreno valley college,Moreno Valley College,grid.462548.9,,https://en.wikipedia.org/wiki/Moreno_Valley_College
federal ministry for the environment nature conservation building and nuclear safety,"Federal Ministry for the Environment, Nature Conservation, Building and Nuclear Safety",grid.436097.f,,"https://en.wikipedia.org/wiki/Federal_Ministry_for_the_Environment,_Nature_Conservation,_Building_and_Nuclear_Safety"
society of biblical literature,Society of Biblical Literature,grid.447552.5,,https://en.wikipedia.org/wiki/Society_of_Biblical_Literature
tunxis community college,Tunxis Community College,grid.462936.c,,https://en.wikipedia.org/wiki/Tunxis_Community_College
elisa finland,Elisa (Finland),grid.424353.7,,https://en.wikipedia.org/wiki/Elisa_(company)
chartered society of physiotherapy,Chartered Society of Physiotherapy,grid.487278.6,,https://en.wikipedia.org/wiki/Chartered_Society_of_Physiotherapy
saitama junshin junior college,Saitama Junshin Junior College,grid.471992.0,,https://en.wikipedia.org/wiki/Saitama_Junshin_Junior_College
community medical center,Community Medical Center,grid.414657.5,,https://en.wikipedia.org/wiki/Community_Medical_Center
conquest hospital,Conquest Hospital,grid.414688.7,,https://en.wikipedia.org/wiki/Conquest_Hospital
university hospital galway,University Hospital Galway,grid.412440.7,,https://en.wikipedia.org/wiki/University_Hospital_Galway
mile end hospital,Mile End Hospital,grid.439227.9,,https://en.wikipedia.org/wiki/Mile_End_Hospital
ames laboratory,Ames Laboratory,grid.451319.b,,https://en.wikipedia.org/wiki/Ames_Laboratory
nottingham city hospital,Nottingham City Hospital,grid.412920.c,,https://en.wikipedia.org/wiki/Nottingham_City_Hospital
american society for investigative pathology,American Society for Investigative Pathology,grid.422551.5,,https://en.wikipedia.org/wiki/American_Society_for_Investigative_Pathology
intermountain medical center,Intermountain Medical Center,grid.414785.b,,https://en.wikipedia.org/wiki/Intermountain_Medical_Center
centro nacional de investigaciones cardiovasculares,Centro Nacional de Investigaciones Cardiovasculares,,https://www.cnic.es/,https://es.wikipedia.org/wiki/Centro_Nacional_de_Investigaciones_Cardiovasculares
shangrao normal university,Shangrao Normal University,grid.464416.5,http://jwc.sru.jx.cn/,http://en.wikipedia.org/wiki/Shangrao_Normal_University
seattle pacific university,Seattle Pacific University,grid.263305.1,http://www.spu.edu/,http://en.wikipedia.org/wiki/Seattle_Pacific_University
university of cincinnati clermont college,University of Cincinnati Clermont College,,http://www.ucclermont.edu/,http://en.wikipedia.org/wiki/University_of_Cincinnati_Clermont_College
agro paristech,Agro ParisTech,grid.417885.7,http://www.agroparistech.fr/,http://en.wikipedia.org/wiki/Agro_ParisTech
taiwan institute of economic research,Taiwan Institute of Economic Research,,,http://en.wikipedia.org/wiki/Taiwan_Institute_of_Economic_Research
gujarat technological university,Gujarat Technological University,grid.419037.8,http://www.gtu.ac.in/,http://en.wikipedia.org/wiki/Gujarat_Technological_University
lutheran theological seminary saskatoon,"Lutheran Theological Seminary, Saskatoon",,https://www.usask.ca/stu/luther/,"http://en.wikipedia.org/wiki/Lutheran_Theological_Seminary,_Saskatoon"
international solar electric technology,International Solar Electric Technology,,,http://en.wikipedia.org/wiki/International_Solar_Electric_Technology
alstom,Alstom,grid.424237.4,http://www.alstom.com/,http://en.wikipedia.org/wiki/Alstom
islamic university,Islamic University,grid.411762.7,http://iu.ac.bd/,"http://en.wikipedia.org/wiki/Islamic_University,_Bangladesh"
southwestern baptist theological seminary,Southwestern Baptist Theological Seminary,grid.462797.9,http://www.swbts.edu/,http://en.wikipedia.org/wiki/Southwestern_Baptist_Theological_Seminary
maeda corporation,Maeda Corporation,,http://www.maeda.co.jp/,http://en.wikipedia.org/wiki/Maeda_Corporation
university of almeria,University of Almería,grid.28020.38,http://www.ual.es/,http://en.wikipedia.org/wiki/University_of_Almería
surrey and borders partnership nhs foundation trust,Surrey and Borders Partnership NHS Foundation Trust,grid.439640.c,http://www.sabp.nhs.uk/,http://en.wikipedia.org/wiki/Surrey_and_Borders_Partnership_NHS_Foundation_Trust
alcorn state university,Alcorn State University,grid.252003.6,http://www.alcorn.edu/,http://en.wikipedia.org/wiki/Alcorn_State_University
saint petersburg state university of civil aviation,Saint Petersburg State University of Civil Aviation,grid.445967.d,http://www.spbguga.ru/,http://en.wikipedia.org/wiki/Saint_Petersburg_State_University_of_Civil_Aviation
middlesex county college,Middlesex County College,grid.421375.6,http://www.middlesexcc.edu/,http://en.wikipedia.org/wiki/Middlesex_County_College
the finnish institute of international affairs,The Finnish Institute of International Affairs,grid.460544.7,http://www.fiia.fi/en/,http://en.wikipedia.org/wiki/The_Finnish_Institute_of_International_Affairs
national institute for biological standards and control,National Institute for Biological Standards and Control,grid.70909.37,http://www.nibsc.org/,http://en.wikipedia.org/wiki/National_Institute_for_Biological_Standards_and_Control
universidad san francisco de quito,Universidad San Francisco de Quito,grid.412251.1,http://www.usfq.edu.ec/,http://en.wikipedia.org/wiki/Universidad_San_Francisco_de_Quito
centre for economic and social studies hyderabad,"Centre for Economic and Social Studies, Hyderabad",grid.473435.2,http://www.cess.ac.in/,"http://en.wikipedia.org/wiki/Centre_for_Economic_and_Social_Studies,_Hyderabad"
sabre airline solutions,Sabre Airline Solutions,,http://www.sabreairlinesolutions.com/,http://en.wikipedia.org/wiki/Sabre_Airline_Solutions
yangzhou university,Yangzhou University,grid.268415.c,http://www.yzu.edu.cn/,http://en.wikipedia.org/wiki/Yangzhou_University
shenyang jianzhu university,Shenyang Jianzhu University,grid.443552.1,http://www.sjzu.edu.cn/,http://en.wikipedia.org/wiki/Shenyang_Jianzhu_University
airbus uk,Airbus UK,grid.7546.0,http://www.airbus.com/company/worldwide-presence/airbus-in-uk/,http://en.wikipedia.org/wiki/Airbus_UK
rajalakshmi engineering college,Rajalakshmi Engineering College,,http://www.rajalakshmi.org/,http://en.wikipedia.org/wiki/Rajalakshmi_Engineering_College
instituto tecnologico de aeronautica,Instituto Tecnológico de Aeronáutica,grid.419270.9,http://www.ita.br/,http://en.wikipedia.org/wiki/Instituto_Tecnológico_de_Aeronáutica
china motor corporation,China Motor Corporation,,http://www.china-motor.com.tw/,http://en.wikipedia.org/wiki/China_Motor_Corporation
china international capital corp,China International Capital Corp,,,http://en.wikipedia.org/wiki/China_International_Capital_Corp
alka,Alka,,https://www.alka.dk/,http://en.wikipedia.org/wiki/Alka_(insurance)
prefectural university of hiroshima,Prefectural University of Hiroshima,grid.412155.6,http://www.pu-hiroshima.ac.jp/,http://en.wikipedia.org/wiki/Prefectural_University_of_Hiroshima
new economics foundation,New Economics Foundation,grid.422572.4,http://www.neweconomics.org/,http://en.wikipedia.org/wiki/New_Economics_Foundation
university of economics varna,University of Economics Varna,grid.445413.3,http://www.ue-varna.bg/,http://en.wikipedia.org/wiki/University_of_Economics_Varna
university of cape coast,University of Cape Coast,grid.413081.f,http://www.ucc.edu.gh/,http://en.wikipedia.org/wiki/University_of_Cape_Coast
missouri department of transportation,Missouri Department of Transportation,grid.467935.a,http://www.modot.org/,http://en.wikipedia.org/wiki/Missouri_Department_of_Transportation
east sussex county council,East Sussex County Council,,http://www.eastsussex.gov.uk/,http://en.wikipedia.org/wiki/East_Sussex_County_Council
windham college,Windham College,,,http://en.wikipedia.org/wiki/Windham_College
j f oberlin university,J. F. Oberlin University,grid.444229.d,http://www.obirin.ac.jp/,http://en.wikipedia.org/wiki/J._F._Oberlin_University
southern university at new orleans,Southern University at New Orleans,grid.263883.4,http://www.suno.edu/,http://en.wikipedia.org/wiki/Southern_University_at_New_Orleans
mookambigai college of engineering,Mookambigai College of Engineering,,http://www.mookambigai.ac.in/,http://en.wikipedia.org/wiki/Mookambigai_College_of_Engineering
b v b college of engineering and technology,B.V.B. College of Engineering and Technology,,http://www.bvb.edu/,http://en.wikipedia.org/wiki/B.V.B._College_of_Engineering_and_Technology
sai vidya institute of technology,Sai Vidya Institute of Technology,,http://saividya.ac.in/,http://en.wikipedia.org/wiki/Sai_Vidya_Institute_of_Technology
shanghai university of science and technology,Shanghai University of Science and Technology,,http://www.shu.edu.cn/,http://en.wikipedia.org/wiki/Shanghai_University_of_Science_and_Technology
hashemite university,Hashemite University,grid.33801.39,http://www.hu.edu.jo/,http://en.wikipedia.org/wiki/Hashemite_University
bowling green state university,Bowling Green State University,grid.253248.a,http://www.bgsu.edu/,http://en.wikipedia.org/wiki/Bowling_Green_State_University
art center college of design,Art Center College of Design,grid.426841.d,http://www.artcenter.edu/,http://en.wikipedia.org/wiki/Art_Center_College_of_Design
michigan school of professional psychology,Michigan School of Professional Psychology,grid.469059.7,http://www.mispp.edu/,http://en.wikipedia.org/wiki/Michigan_School_of_Professional_Psychology
technion israel institute of technology,Technion – Israel Institute of Technology,grid.6451.6,http://www.technion.ac.il/,http://en.wikipedia.org/wiki/Technion_–_Israel_Institute_of_Technology
telethon institute for child health research,Telethon Institute for Child Health Research,grid.414659.b,http://telethonkids.org.au/,http://en.wikipedia.org/wiki/Telethon_Kids_Institute
kohat university of science and technology,Kohat University of Science and Technology,grid.411112.6,http://www.kust.edu.pk/,http://en.wikipedia.org/wiki/Kohat_University_of_Science_and_Technology
verigy,Verigy,,http://www.verigy.com/,http://en.wikipedia.org/wiki/Verigy
united states coast guard academy,United States Coast Guard Academy,grid.454686.d,http://www.uscga.edu/,http://en.wikipedia.org/wiki/United_States_Coast_Guard_Academy
university of bejaia,University of Béjaïa,grid.442401.7,,http://en.wikipedia.org/wiki/University_of_Béjaïa
california state lands commission,California State Lands Commission,,http://www.slc.ca.gov/,http://en.wikipedia.org/wiki/California_State_Lands_Commission
cem,CEM,,http://www.cem-macau.com/?lang=en,http://en.wikipedia.org/wiki/CEM_(Macau)
universidad azteca,Universidad Azteca,grid.441183.b,http://www.universidadazteca.edu.mx/,http://en.wikipedia.org/wiki/Universidad_Azteca
don mariano marcos memorial state university,Don Mariano Marcos Memorial State University,grid.443009.a,https://web.archive.org/web/20110629123052/http://www.dmmmsu.org/,http://en.wikipedia.org/wiki/Don_Mariano_Marcos_Memorial_State_University
thermo king,Thermo King,,http://www.thermoking.com/,http://en.wikipedia.org/wiki/Thermo_King
minolta,Minolta,,http://konicaminolta.eu/,http://en.wikipedia.org/wiki/Minolta
ntn corporation,NTN CORPORATION,grid.471227.5,http://www.ntnglobal.com/en/index.html,http://en.wikipedia.org/wiki/NTN_Corporation
virginia holocaust museum,Virginia Holocaust Museum,,http://www.vaholocaust.org/,http://en.wikipedia.org/wiki/Virginia_Holocaust_Museum
crow canyon archaeological center,Crow Canyon Archaeological Center,grid.433580.9,http://www.crowcanyon.org/,http://en.wikipedia.org/wiki/Crow_Canyon_Archaeological_Center
fortinet,Fortinet,,http://www.fortinet.com/,http://en.wikipedia.org/wiki/Fortinet
the planetary society,The Planetary Society,,http://planetary.org/,http://en.wikipedia.org/wiki/The_Planetary_Society
veterinary medicines directorate,Veterinary Medicines Directorate,,,http://en.wikipedia.org/wiki/Veterinary_Medicines_Directorate
defence science and technology organisation,Defence Science and Technology Organisation,grid.431245.5,http://www.dsto.defence.gov.au/,http://en.wikipedia.org/wiki/Defence_Science_and_Technology_Group
naval medical center portsmouth,Naval Medical Center Portsmouth,grid.415882.2,http://www.med.navy.mil/sites/nmcp/SitePages/home.aspx,http://en.wikipedia.org/wiki/Naval_Medical_Center_Portsmouth
united states department of the army,United States Department of the Army,grid.427904.c,http://www.army.mil/,http://en.wikipedia.org/wiki/United_States_Department_of_the_Army
